α,p,l
0.047,0.99,1.11587378299382
0.047,1.0,1.1147450286696452
0.048,0.93,1.1100282499186145
0.048,0.94,1.1083178676624859
0.048,0.95,1.1067605057242718
0.048,0.96,1.1053482816061444
0.048,0.97,1.1040726301184578
0.048,0.98,1.102924523188504
0.048,0.99,1.1018946648343553
0.048,1.0,1.1009736609897405
0.049,0.89,1.1037336199192653
0.049,0.9,1.1016154812934356
0.049,0.91,1.0996719297371707
0.049,0.92,1.0978971079929865
0.049,0.93,1.0962838326854154
0.049,0.94,1.0948238896578388
0.049,0.95,1.0935083053468941
0.049,0.96,1.0923275915023472
0.049,0.97,1.091271961798061
0.049,0.98,1.0903315199339219
0.049,0.99,1.0894964196979844
0.049,1.0,1.0887569981486882
0.05,0.84,1.102581545658257
0.05,0.85,1.0998006830942773
0.05,0.86,1.0972082205801286
0.05,0.87,1.0948050214499585
0.05,0.88,1.092589357841233
0.05,0.89,1.0905572828965615
0.05,0.9,1.0887029973681142
0.05,0.91,1.0870192017342646
0.05,0.92,1.0854974269304527
0.05,0.93,1.0841283386597271
0.05,0.94,1.0829020119372441
0.05,0.95,1.0818081740078578
0.05,0.96,1.0808364150419119
0.051,0.8,1.1016455920682435
0.051,0.81,1.0983582558592366
0.051,0.82,1.0952515258363087
0.051,0.83,1.092334467783119
0.051,0.84,1.0896124396655789
0.051,0.85,1.0870874653717764
0.051,0.86,1.0847586346146438
0.051,0.87,1.082622513325015
0.051,0.88,1.080673551219607
0.051,0.89,1.078904475642804
0.051,0.9,1.077306663144449
0.051,0.91,1.0758704824839032
0.052,0.77,1.0994214450092126
0.052,0.78,1.09581403866978
0.052,0.79,1.092372128295866
0.052,0.8,1.0891117926630536
0.052,0.81,1.086044606134378
0.052,0.82,1.0831779736293197
0.052,0.83,1.0805155243922533
0.052,0.84,1.0780575431803914
0.052,0.85,1.075801419879231
0.052,0.86,1.0737421012379187
0.052,0.87,1.071872531226837
0.053,0.74,1.098790126464893
0.053,0.75,1.0948906362399105
0.053,0.76,1.091126018573191
0.053,0.77,1.0875212913377095
0.053,0.78,1.0840962357381083
0.053,0.79,1.0808656156240233
0.053,0.8,1.0778395030084174
0.053,0.81,1.075023682387046
0.053,0.82,1.0724201082815992
0.053,0.83,1.0700273929622484
0.054,0.71,1.0996040215071732
0.054,0.72,1.0954777872306591
0.054,0.73,1.0914354555527246
0.054,0.74,1.0875127720079818
0.054,0.75,1.0837397749703248
0.054,0.76,1.0801407827074776
0.054,0.77,1.0767345498876213
0.054,0.78,1.0735345614099132
0.054,0.79,1.0705494316132247
0.055,0.68,1.1016244413547778
0.055,0.69,1.0973865889412047
