α,p,l
0.2,0.01,11.919130747156368
0.2,0.02,11.844195239306263
0.2,0.03,11.774730401312931
0.2,0.04,11.710309027117955
0.2,0.05,11.650537182706568
0.2,0.06,11.59505177813122
0.2,0.07,11.543518299012735
0.2,0.08,11.49562868839542
0.2,0.09,11.451099370271677
0.2,0.1,11.4096694065142
0.2,0.11,11.37109877935945
0.2,0.12,11.335166791975974
0.2,0.13,11.301670580025176
0.2,0.14,11.27042372748125
0.2,0.15,11.241254980321406
0.2,0.16,11.214007052027629
0.2,0.17,11.188535515157747
0.2,0.18,11.164707773546693
0.2,0.19,11.14240210998897
0.2,0.2,11.121506804531199
0.2,0.21,11.101919318769202
0.2,0.22,11.083545541798001
0.2,0.23,11.06629909370588
0.2,0.24,11.050100682735348
0.2,0.25,11.034877512454987
0.2,0.26,11.020562735497318
0.2,0.27,11.007094950618859
0.2,0.28,10.99441774003031
0.2,0.29,10.982479244127344
0.2,0.3,10.9712317709262
0.2,0.31,10.960631437673436
0.2,0.32,10.95063784225636
0.2,0.33,10.941213762189673
0.2,0.34,10.932324879095562
0.2,0.35,10.923939526728674
0.2,0.36,10.916028460724679
0.2,0.37,10.9085646483718
0.2,0.38,10.901523076818574
0.2,0.39,10.89488057823913
0.2,0.4,10.888615670579199
0.2,0.41,10.882708412602181
0.2,0.42,10.877140272045509
0.2,0.43,10.871894005783028
0.2,0.44,10.86695355096962
0.2,0.45,10.862303926220163
0.2,0.46,10.85793114194601
0.2,0.47,10.853822119039112
0.2,0.48,10.84996461515654
0.2,0.49,10.846347157916883
0.2,0.5,10.842958984375
0.2,0.51,10.839789986192946
0.2,0.52,10.836830659972787
0.2,0.53,10.83407206226185
0.2,0.54,10.831505768782451
0.2,0.55,10.829123837476985
0.2,0.56,10.826918774995109
0.2,0.57,10.824883506283165
0.2,0.58,10.823011346966814
0.2,0.59,10.821295978246456
0.2,0.6,10.819731424051199
0.2,0.61,10.818312030221636
0.2,0.62,10.81703244551377
0.2,0.63,10.815887604237103
0.2,0.64,10.814872710358538
0.2,0.65,10.813983222921
0.2,0.66,10.813214842641298
0.2,0.67,10.812563499565986
0.2,0.68,10.812025341676977
0.2,0.69,10.811596724350315
0.2,0.7,10.811274200582199
0.2,0.71,10.811054511905768
0.2,0.72,10.810934579930867
0.2,0.73,10.810911498446544
0.2,0.74,10.810982526033033
0.2,0.75,10.811145079135894
0.2,0.76,10.81139672556054
0.2,0.77,10.811735178350014
0.2,0.78,10.812158290013143
0.2,0.79,10.812664047073797
0.2,0.8,10.8132505649152
0.2,0.81,10.813916082895947
0.2,0.82,10.814658959716798
0.2,0.83,10.815477669019309
0.2,0.84,10.816370795199049
0.2,0.85,10.817337029417695
0.2,0.86,10.818375165799338
0.2,0.87,10.819484097797536
0.2,0.88,10.82066281472026
0.2,0.89,10.821910398400677
0.2,0.9,10.8232260200022
0.2,0.91,10.824608936946623
0.2,0.92,10.82605848995449
0.2,0.93,10.827574100187128
0.2,0.94,10.82915526647988
0.2,0.95,10.83080156265625
0.2,0.96,10.832512634912769
0.2,0.97,10.834288199264373
0.2,0.98,10.836128039040254
0.2,0.99,10.838032002420002
0.2,1.0,10.84
0.21,0.01,11.915088116135186
0.21,0.02,11.836408294407578
0.21,0.03,11.763474256279576
0.21,0.04,11.695837386249849
0.21,0.05,11.633084004966898
0.21,0.06,11.574832819853782
0.21,0.07,11.520732543184371
0.21,0.08,11.470459668031191
0.21,0.09,11.423716392966265
0.21,0.1,11.380228686839912
0.21,0.11,11.339744485388422
0.21,0.12,11.302032011830775
0.21,0.13,11.266878214007436
0.21,0.14,11.234087310991315
0.21,0.15,11.203479442462479
0.21,0.16,11.174889414485008
0.21,0.17,11.148165535656634
0.21,0.18,11.123168537920028
0.21,0.19,11.099770576629416
0.21,0.2,11.07785430475776
0.21,0.21,11.057312016408664
0.21,0.22,11.038044855063902
0.21,0.23,11.019962082252174
0.21,0.24,11.002980402568115
0.21,0.25,10.987023341202736
0.21,0.26,10.972020670368185
0.21,0.27,10.957907881210803
0.21,0.28,10.944625698007824
0.21,0.29,10.932119631634713
0.21,0.3,10.92033956947251
0.21,0.31,10.90923939909811
0.21,0.32,10.898776663265176
0.21,0.33,10.888912243840156
0.21,0.34,10.879610072506342
0.21,0.35,10.870836866190105
0.21,0.36,10.862561885296913
0.21,0.37,10.85475671297139
0.21,0.38,10.847395053715502
0.21,0.39,10.840452549812085
0.21,0.4,10.83390661410816
0.21,0.41,10.82773627781329
0.21,0.42,10.821922052063785
