α,p,l
0.24,0.21,298.798413041072
0.24,0.67,298.77612436612765
0.24,0.7,298.7761235478865
0.24,0.88,298.7761231116877
0.25,0.04,298.3948911176609
0.25,0.05,298.05480632641445
0.25,0.06,297.84743436365363
0.25,0.07,297.7125302743984
0.25,0.08,297.62065660919217
0.25,0.09,297.5558813939664
0.25,0.1,297.50893889024167
0.25,0.11,297.47413967695053
0.25,0.12,297.44783824145117
0.25,0.13,297.4276178281809
0.25,0.14,297.4118317120502
0.25,0.15,297.39933258417693
0.25,0.16,297.3893063504825
0.25,0.17,297.38116647009963
0.25,0.18,297.374484771462
0.25,0.19,297.36894501035243
0.25,0.2,297.3643110412635
0.25,0.21,297.36040463108844
0.25,0.22,297.35708978242445
0.25,0.23,297.3542615373659
0.25,0.24,297.3518379146225
0.25,0.25,297.34975406587057
0.25,0.26,297.34795801938964
0.25,0.27,297.3464075672546
0.25,0.28,297.3450679806099
0.25,0.29,297.3439103265808
0.25,0.3,297.34291022315284
0.25,0.31,297.3420469131731
0.25,0.32,297.3413025709477
0.25,0.33,297.3406617783762
0.25,0.34,297.34011112468784
0.25,0.35,297.3396388963694
0.25,0.36,297.3392348330445
0.25,0.37,297.3388899317729
0.25,0.38,297.33859628713486
0.25,0.39,297.3383469580295
0.25,0.4,297.33813585469585
0.25,0.41,297.3379576413241
0.25,0.42,297.3378076509545
0.25,0.43,297.33768181030416
0.25,0.44,297.33757657282825
0.25,0.45,297.33748885878407
0.25,0.46,297.3374160013856
0.25,0.47,297.3373556983561
0.25,0.48,297.33730596833334
0.25,0.49,297.3372651116791
0.25,0.5,297.33723167531406
0.25,0.51,297.3372044212416
0.25,0.52,297.33718229845545
0.25,0.53,297.33716441794826
0.25,0.54,297.3371500305581
0.25,0.55,297.337138507399
0.25,0.56,297.33712932264166
0.25,0.57,297.33712203842043
0.25,0.58,297.337116291654
0.25,0.59,297.33711178258574
0.25,0.6,297.33710826485674
0.25,0.61,297.3371055369449
0.25,0.62,297.3371034348094
0.25,0.63,297.33710182560145
0.25,0.64,297.3371006023065
0.25,0.65,297.33709967920277
0.25,0.66,297.3370989880283
0.25,0.67,297.3370984747609
0.25,0.68,297.3370980969276
0.25,0.69,297.33709782136606
0.25,0.7,297.3370976223741
0.25,0.71,297.33709748018646
0.25,0.72,297.33709737973004
0.25,0.73,297.33709730961243
0.25,0.74,297.33709726130445
0.25,0.75,297.3370972284865
0.25,0.76,297.33709720652763
0.25,0.77,297.3370971920745
0.25,0.78,297.3370971827302
0.25,0.79,297.3370971768059
0.25,0.8,297.33709717312934
0.25,0.81,297.3370971709008
0.25,0.82,297.3370971695848
0.25,0.83,297.33709716882976
0.25,0.84,297.33709716841037
0.25,0.85,297.3370971681857
0.25,0.86,297.3370971680703
0.25,0.87,297.33709716801366
0.25,0.88,297.3370971679874
0.25,0.89,297.33709716797586
0.25,0.9,297.33709716797125
0.25,0.91,297.33709716796955
0.25,0.92,297.337097167969
0.25,0.93,297.3370971679688
0.25,0.94,297.33709716796875
0.25,0.95,297.33709716796875
0.25,0.96,297.33709716796875
0.25,0.97,297.33709716796875
0.25,0.98,297.33709716796875
0.25,0.99,297.33709716796875
0.25,1.0,297.33709716796875
0.26,0.03,297.6412455001911
0.26,0.04,297.00251026562154
0.26,0.05,296.6508680564096
0.26,0.06,296.4365729318645
0.26,0.07,296.29723538113643
0.26,0.08,296.2023761012599
0.26,0.09,296.1355054718782
0.26,0.1,296.08703931995444
0.26,0.11,296.05109755654985
0.26,0.12,296.0239161029185
0.26,0.13,296.0030020625958
0.26,0.14,295.9866583925696
0.26,0.15,295.97370364332704
0.26,0.16,295.96329997584536
0.26,0.17,295.95484394041017
0.26,0.18,295.9478950486146
0.26,0.19,295.9421278861206
0.26,0.2,295.93729933492574
0.26,0.21,295.933225752611
0.26,0.22,295.9297668645511
0.26,0.23,295.9268142703276
0.26,0.24,295.9242831727858
0.26,0.25,295.92210638682826
0.26,0.26,295.9202299770006
0.26,0.27,295.91861006741954
0.26,0.28,295.9172104999493
0.26,0.29,295.9160011082695
0.26,0.3,295.91495644007557
0.26,0.31,295.9140548057158
0.26,0.32,295.913277564733
0.26,0.33,295.91260858584485
0.26,0.34,295.91203383342685
0.26,0.35,295.9115410463755
0.26,0.36,295.91111948460593
0.26,0.37,295.910759725286
0.26,0.38,295.9104534959096
0.26,0.39,295.9101935349445
0.26,0.4,295.9099734734217
0.26,0.41,295.90978773272695
0.26,0.42,295.90963143520736
0.26,0.43,295.9095003251721
0.26,0.44,295.90939069853704
0.26,0.45,295.9092993398421
0.26,0.46,295.9092234656885
0.26,0.47,295.9091606738736
0.26,0.48,295.9091088976468
0.26,0.49,295.9090663646141
0.26,0.5,295.9090315598877
0.26,0.51,295.90900319312266
0.26,0.52,295.9089801691159
0.26,0.53,295.90896156166724
0.26,0.54,295.9089465904198
0.26,0.55,295.9089346004151
0.26,0.56,295.90892504411073
0.26,0.57,295.90891746562573
0.26,0.58,295.90891148698995
0.26,0.59,295.9089067961912
0.26,0.6,295.90890313682627
0.26,0.61,295.90890029917585
0.26,0.62,295.9088981125418
0.26,0.63,295.90889643869406
0.26,0.64,295.908895166291
0.26,0.65,295.9088942061501
0.26,0.66,295.9088934872569
0.26,0.67,295.90889295341395
0.26,0.68,295.90889256043965
0.26,0.69,295.90889227383894
0.26,0.7,295.90889206687723
0.26,0.71,295.9088919189962
0.26,0.72,295.9088918145182
0.26,0.73,295.9088917415939
0.26,0.74,295.90889169135244
0.26,0.75,295.9088916572213
0.26,0.76,295.90889163438385
0.26,0.77,295.9088916193523
0.26,0.78,295.9088916096343
0.26,0.79,295.9088916034729
0.26,0.8,295.9088915996492
0.26,0.81,295.90889159733155
0.26,0.82,295.90889159596287
0.26,0.83,295.90889159517764
0.26,0.84,295.9088915947414
0.26,0.85,295.90889159450785
0.26,0.86,295.90889159438785
0.26,0.87,295.908891594329
0.26,0.88,295.9088915943016
0.26,0.89,295.9088915942897
0.26,0.9,295.9088915942849
0.26,0.91,295.9088915942831
0.26,0.92,295.9088915942825
0.26,0.93,295.90889159428235
0.26,0.94,295.9088915942823
0.26,0.95,295.9088915942823
0.26,0.96,295.9088915942823
0.26,0.97,295.9088915942823
0.26,0.98,295.9088915942823
0.26,0.99,295.9088915942823
0.26,1.0,295.9088915942823
0.27,0.02,297.7231245530473
0.27,0.03,296.28035567986655
0.27,0.04,295.6204869727256
0.27,0.05,295.25741057399614
0.27,0.06,295.0362696373632
0.27,0.07,294.8925491090231
0.27,0.08,294.79473761601156
0.27,0.09,294.72579355453297
0.27,0.1,294.6758178914987
0.27,0.11,294.6387422682538
0.27,0.12,294.6106857117072
0.27,0.13,294.58908037424015
0.27,0.14,294.5721797485703
0.27,0.15,294.5587688566689
0.27,0.16,294.5479865503067
0.27,0.17,294.5392127770468
0.27,0.18,294.53199494253556
0.27,0.19,294.52599860358157
0.27,0.2,294.5209737604909
0.27,0.21,294.5167314162159
0.27,0.22,294.5131270481719
0.27,0.23,294.5100488252033
0.27,0.24,294.5074091344058
0.27,0.25,294.5051384465992
0.27,0.26,294.50318085089214
0.27,0.27,294.50149078947715
0.27,0.28,294.50003066016876
0.27,0.29,294.49876904859536
0.27,0.3,294.49767941833124
0.27,0.31,294.49673913451915
0.27,0.32,294.49592873053297
0.27,0.33,294.49523135185456
0.27,0.34,294.4946323292741
0.27,0.35,294.4941188466104
0.27,0.36,294.49367967771894
0.27,0.37,294.4933049745405
0.27,0.38,294.4929860930401
0.27,0.39,294.49271544758426
0.27,0.4,294.4924863869876
0.27,0.41,294.4922930873815
0.27,0.42,294.4921304584394
0.27,0.43,294.49199406047063
0.27,0.44,294.4918800305813
0.27,0.45,294.491785016585
0.27,0.46,294.49170611767534
0.27,0.47,294.4916408310999
0.27,0.48,294.4915870042338
0.27,0.49,294.4915427915511
0.27,0.5,294.4915066160654
0.27,0.51,294.49147713486167
0.27,0.52,294.491453208372
0.27,0.53,294.49143387307504
0.27,0.54,294.4914183173242
0.27,0.55,294.49140586001676
0.27,0.56,294.4913959318446
0.27,0.57,294.4913880588723
0.27,0.58,294.49138184821305
0.27,0.59,294.4913769755787
0.27,0.6,294.49137317450624
0.27,0.61,294.49137022706924
0.27,0.62,294.49136795590476
0.27,0.63,294.4913662173964
0.27,0.64,294.49136489587164
0.27,0.65,294.49136389868465
0.27,0.66,294.4913631520672
0.27,0.67,294.4913625976454
0.27,0.68,294.49136218952805
0.27,0.69,294.4913618918868
0.27,0.7,294.4913616769547
0.27,0.71,294.4913615233798
0.27,0.72,294.49136141487986
0.27,0.73,294.49136133914874
0.27,0.74,294.4913612869739
0.27,0.75,294.49136125152944
0.27,0.76,294.49136122781323
0.27,0.77,294.49136121220346
0.27,0.78,294.4913612021115
0.27,0.79,294.4913611957132
0.27,0.8,294.49136119174244
0.27,0.81,294.4913611893356
0.27,0.82,294.49136118791426
0.27,0.83,294.49136118709885
0.27,0.84,294.4913611866459
0.27,0.85,294.4913611864033
0.27,0.86,294.4913611862786
0.27,0.87,294.4913611862175
0.27,0.88,294.49136118618907
0.27,0.89,294.4913611861767
0.27,0.9,294.4913611861717
0.27,0.91,294.49136118616985
0.27,0.92,294.49136118616923
0.27,0.93,294.49136118616906
0.27,0.94,294.491361186169
0.27,0.95,294.491361186169
0.27,0.96,294.491361186169
0.27,0.97,294.491361186169
0.27,0.98,294.491361186169
0.27,0.99,294.491361186169
0.27,1.0,294.491361186169
0.28,0.02,296.4184706723961
0.28,0.03,294.9294909817477
0.28,0.04,294.2486976936451
0.28,0.05,293.87430670793697
0.28,0.06,293.64639435900216
0.28,0.07,293.4983388941527
0.28,0.08,293.39760657145416
0.28,0.09,293.32660940961534
0.28,0.1,293.27513703919624
0.28,0.11,293.23693518148787
0.28,0.12,293.20800759546074
