α,p,l
0.028,0.53,1.641388080048853
0.028,0.54,1.6410853654746678
0.028,0.55,1.640820154497154
0.028,0.56,1.6405876480802117
0.028,0.57,1.6403837174250582
0.028,0.58,1.6402048033784125
0.028,0.59,1.6400478305046138
0.028,0.6,1.6399101342079532
0.028,0.61,1.6397893992246175
0.028,0.62,1.6396836078724342
0.028,0.63,1.6395909965853488
0.028,0.64,1.6395100194276304
0.028,0.65,1.6394393174561057
0.028,0.66,1.6393776929638346
0.028,0.67,1.6393240877886528
0.028,0.68,1.6392775650023523
0.028,0.69,1.6392372934104642
0.028,0.7,1.639202534389742
0.028,0.71,1.6391726306721195
0.028,0.72,1.6391469967520083
0.028,0.73,1.639125110650211
0.028,0.74,1.6391065068142754
0.028,0.75,1.639090769973332
0.028,0.76,1.6390775297968203
0.028,0.77,1.6390664562322106
0.028,0.78,1.6390572554178269
0.028,0.79,1.6390496660841354
0.028,0.8,1.639043456371002
0.028,0.81,1.639038421000039
0.028,0.82,1.6390343787507846
0.028,0.83,1.6390311701973799
0.028,0.84,1.639028655669026
0.028,0.85,1.6390267134030148
0.028,0.86,1.6390252378637238
0.028,0.87,1.6390241382048536
0.028,0.88,1.6390233368554352
0.028,0.89,1.6390227682128897
0.028,0.9,1.6390223774287143
0.028,0.91,1.6390221192743228
0.028,0.92,1.6390219570761826
0.028,0.93,1.6390218617107324
0.028,0.94,1.6390218106506609
0.028,0.95,1.6390217870550436
0.028,0.96,1.6390217788965207
0.028,0.97,1.6390217781192757
0.028,0.98,1.6390217798219922
0.028,0.99,1.6390217814602717
0.028,1.0,1.6390217820632331
0.029,0.38,1.6272350175584653
0.029,0.39,1.6257291183555072
0.029,0.4,1.6244582993450953
0.029,0.41,1.623389918135468
0.029,0.42,1.6224931021296725
0.029,0.43,1.6217401131687983
0.029,0.44,1.621106855765036
0.029,0.45,1.6205728759993172
0.029,0.46,1.6201210865444087
0.029,0.47,1.6197373681907057
0.029,0.48,1.6194101380886927
0.029,0.49,1.6191299347704842
0.029,0.5,1.6188890445517248
0.029,0.51,1.6186811785918507
0.029,0.52,1.6185012012311708
0.029,0.53,1.6183449057578074
0.029,0.54,1.6182088318176167
0.029,0.55,1.6180901181836982
0.029,0.56,1.6179863848728817
0.029,0.57,1.617895639227698
0.029,0.58,1.617816201339565
0.029,0.59,1.6177466449451836
0.029,0.6,1.6176857506206663
0.029,0.61,1.6176324687013912
0.029,0.62,1.6175858898649194
