α,p,l
0.2,0.02,17.72514873732748
0.2,0.03,17.614489114965004
0.2,0.04,17.518506123230186
0.2,0.05,17.43521168904156
0.2,0.06,17.36288044286824
0.2,0.07,17.300015978305908
0.2,0.08,17.245321300587484
0.2,0.09,17.197672966306996
0.2,0.1,17.156098472573316
0.2,0.11,17.11975650387287
0.2,0.12,17.08791968967738
0.2,0.13,17.059959565803382
0.2,0.14,17.03533346818752
0.2,0.15,17.013573119516593
0.2,0.16,16.994274697434072
0.2,0.17,16.97709019819193
0.2,0.18,16.96171993194904
0.2,0.19,16.947906005728107
0.2,0.2,16.935426667595536
0.2,0.21,16.92409140116269
0.2,0.22,16.91373667323729
0.2,0.23,16.904222249576243
0.2,0.24,16.895428004380243
0.2,0.25,16.887251158584693
0.2,0.26,16.87960389028254
0.2,0.27,16.872411267889806
0.2,0.28,16.865609463048436
0.2,0.29,16.859144205855685
0.2,0.3,16.85296944990628
0.2,0.31,16.847046218914826
0.2,0.32,16.841341610423896
0.2,0.33,16.835827935363483
0.2,0.34,16.830481975067407
0.2,0.35,16.82528433982285
0.2,0.36,16.820218915176987
0.2,0.37,16.81527238408855
0.2,0.38,16.81043381462906
0.2,0.39,16.805694304338907
0.2,0.4,16.80104667355573
0.2,0.41,16.79648520108066
0.2,0.42,16.792005396453813
0.2,0.43,16.787603803892182
0.2,0.44,16.78327783361789
0.2,0.45,16.77902561688648
0.2,0.46,16.774845881526453
0.2,0.47,16.770737845233374
0.2,0.48,16.76670112423424
0.2,0.49,16.76273565525846
0.2,0.5,16.75884162902832
0.2,0.51,16.755019433719823
0.2,0.52,16.751269607050336
0.2,0.53,16.7475927958266
0.2,0.54,16.743989721939624
0.2,0.55,16.74046115392527
0.2,0.56,16.737007883323702
0.2,0.57,16.733630705169944
0.2,0.58,16.73033040203374
0.2,0.59,16.72710773110166
0.2,0.6,16.72396341385916
0.2,0.61,16.720898127987137
0.2,0.62,16.717912501136745
0.2,0.63,16.71500710628952
0.2,0.64,16.71218245844768
0.2,0.65,16.709439012432547
0.2,0.66,16.706777161598403
0.2,0.67,16.704197237294306
0.2,0.68,16.701699508929458
0.2,0.69,16.69928418451709
0.2,0.7,16.69695141158978
0.2,0.71,16.69470127839419
0.2,0.72,16.692533815287277
0.2,0.73,16.690448996267595
0.2,0.74,16.688446740586393
0.2,0.75,16.68652691439216
0.2,0.76,16.68468933237078
0.2,0.77,16.682933759350547
0.2,0.78,16.6812599118477
0.2,0.79,16.679667459533622
0.2,0.8,16.678156026609738
0.2,0.81,16.6767251930803
0.2,0.82,16.6753744959169
0.2,0.83,16.6741034301116
0.2,0.84,16.67291144961826
0.2,0.85,16.671797968183917
0.2,0.86,16.670762360073688
0.2,0.87,16.669803960694573
0.2,0.88,16.668922067124257
0.2,0.89,16.668115938552404
0.2,0.9,16.667384796642178
0.2,0.91,16.666727825820534
0.2,0.92,16.66614417350573
0.2,0.93,16.66563295028081
0.2,0.94,16.665193230021423
0.2,0.95,16.66482404998625
0.2,0.96,16.664524410877675
0.2,0.97,16.664293276879764
0.2,0.98,16.66412957567999
0.2,0.99,16.66403219848
0.2,1.0,16.664
0.21,0.02,17.711392782963916
0.21,0.03,17.59517974379147
0.21,0.04,17.49436571805724
0.21,0.05,17.406862285116688
0.21,0.06,17.33085734705632
0.21,0.07,17.264779608085213
0.21,0.08,17.20726746596037
0.21,0.09,17.157141791110522
0.21,0.1,17.113382128053868
0.21,0.11,17.075105906446996
0.21,0.12,17.041550296254556
0.21,0.13,17.0120563836395
0.21,0.14,16.986055381740197
0.21,0.15,16.96305662397673
0.21,0.16,16.94263711732618
0.21,0.17,16.924432459500295
0.21,0.18,16.90812894748738
0.21,0.19,16.89345672579194
0.21,0.2,16.880183841198015
0.21,0.21,16.86811108724795
0.21,0.22,16.85706753609401
0.21,0.23,16.846906668151608
0.21,0.24,16.837503021244252
0.21,0.25,16.828749290848414
0.21,0.26,16.82055382177029
0.21,0.27,16.812838439251166
0.21,0.28,16.80553657422275
0.21,0.29,16.79859164332777
0.21,0.3,16.791955649479398
0.21,0.31,16.785587973242862
0.21,0.32,16.77945432925997
0.21,0.33,16.77352586537117
0.21,0.34,16.7677783850807
0.21,0.35,16.76219167661268
0.21,0.36,16.756748934067392
0.21,0.37,16.751436258150072
0.21,0.38,16.746242225646807
0.21,0.39,16.741157518296646
0.21,0.4,16.73617460298529
0.21,0.41,16.731287456288893
0.21,0.42,16.726491327349972
0.21,0.43,16.721782533890043
0.21,0.44,16.717158286873676
0.21,0.45,16.712616539950627
0.21,0.46,16.708155860330187
0.21,0.47,16.70377531819642
0.21,0.48,16.69947439216432
0.21,0.49,16.69525288861415
0.21,0.5,16.691110873031615
0.21,0.51,16.687048611731907
0.21,0.52,16.68306652256107
0.21,0.53,16.679165133354644
0.21,0.54,16.675345047093675
0.21,0.55,16.671606912837277
0.21,0.56,16.66795140163068
0.21,0.57,16.66437918669176
0.21,0.58,16.660890927268976
0.21,0.59,16.65748725564208
0.21,0.6,16.654168766804723
0.21,0.61,16.65093601042752
0.21,0.62,16.647789484751872
0.21,0.63,16.644729632109723
0.21,0.64,16.641756835804408
0.21,0.65,16.63887141812201
0.21,0.66,16.636073639273306
0.21,0.67,16.633363697093046
0.21,0.68,16.63074172734684
0.21,0.69,16.628207804516737
0.21,0.7,16.62576194295466
0.21,0.71,16.6234040983092
0.21,0.72,16.62113416914535
0.21,0.73,16.618951998689237
0.21,0.74,16.61685737664112
0.21,0.75,16.614850041009475
0.21,0.76,16.612929679927635
0.21,0.77,16.611095933421886
0.21,0.78,16.60934839510663
0.21,0.79,16.60768661378777
0.21,0.8,16.606110094960684
0.21,0.81,16.604618302193295
0.21,0.82,16.603210658388626
0.21,0.83,16.601886546924373
0.21,0.84,16.6006453126697
0.21,0.85,16.599486262881804
0.21,0.86,16.598408667986707
0.21,0.87,16.5974117622501
0.21,0.88,16.596494744345556
0.21,0.89,16.595656777828037
0.21,0.9,16.594896991521573
0.21,0.91,16.59421447983016
0.21,0.92,16.593608302981274
0.21,0.93,16.593077487211396
0.21,0.94,16.5926210249026
0.21,0.95,16.592237874679114
0.21,0.96,16.591926961472083
0.21,0.97,16.591687176560058
0.21,0.98,16.59151737759215
0.21,0.99,16.59141638859951
0.21,1.0,16.591383
0.22,0.02,17.69763561500317
0.22,0.03,17.57586735023227
0.22,0.04,17.470219506009517
0.22,0.05,17.37850324859252
0.22,0.06,17.298819726478605
0.22,0.07,17.229522761417154
0.22,0.08,17.16918617579774
0.22,0.09,17.11657520530396
0.22,0.1,17.070621507665226
0.22,0.11,17.03040133377596
0.22,0.12,16.995116477014456
0.22,0.13,16.96407766085679
0.22,0.14,16.936690064368413
0.22,0.15,16.91244072034396
0.22,0.16,16.89088755218736
0.22,0.17,16.871649843472564
0.22,0.18,16.854399958857513
0.22,0.19,16.83885615696269
0.22,0.2,16.824776355264227
0.22,0.21,16.811952724253977
0.22,0.22,16.800207003324594
0.22,0.23,16.789386444261854
0.22,0.24,16.77936030006348
0.22,0.25,16.770016787228684
0.22,0.26,16.76126045883226
0.22,0.27,16.753009933752878
0.22,0.28,16.745195934493548
0.22,0.29,16.737759592226652
0.22,0.3,16.730650983117215
0.22,0.31,16.723827864717745
0.22,0.32,16.717254585365758
0.22,0.33,16.710901143123642
0.22,0.34,16.704742373943418
0.22,0.35,16.698757251473353
0.22,0.36,16.692928283299285
0.22,0.37,16.687240990476084
0.22,0.38,16.6816834589927
0.22,0.39,16.676245953363445
0.22,0.4,16.67092058387816
0.22,0.41,16.66570102020305
0.22,0.42,16.660582245024496
0.22,0.43,16.655560342292457
0.22,0.44,16.650632315365016
0.22,0.45,16.645795930998183
0.22,0.46,16.641049585678573
0.22,0.47,16.63639219127336
0.22,0.48,16.63182307738247
0.22,0.49,16.62734190813176
0.22,0.5,16.622948611450195
0.22,0.51,16.61864331913651
0.22,0.52,16.614426316246824
0.22,0.53,16.610297998529578
0.22,0.54,16.60625883680232
0.22,0.55,16.60230934731016
0.22,0.56,16.59845006723118
0.22,0.57,16.59468153460285
0.22,0.58,16.591004272037647
0.22,0.59,16.587418773677918
0.22,0.6,16.583925494910876
0.22,0.61,16.580524844426847
0.22,0.62,16.5772171782575
0.22,0.63,16.574002795478144
