,nCFR,rCFR,mrCFR,EmrCFR
42,0.005250109377278694,0.0962566844919786,0.07213038380974802,0.3732208294732359
49,0.00862760834670947,0.07839562443026436,0.38046135332377706,
56,0.01113027120238282,0.047972972972972976,0.015199452740765732,0.5555662673888048
63,0.012970343849219752,0.033086334654489055,0.014416535350678997,0.05300805969987578
70,0.013921986705129813,0.025276101559831492,0.02024768239798969,0.02024768239798969
77,0.014651120200231975,0.0215963286241339,0.3010336935020566,0.019747998397605663
