,nCFR,rCFR,mrCFR,EmrCFR
33,0.02465912387583406,0.9444444444444444,0.06734785205133444,0.73024595708604
40,0.03868949621336846,0.9038461538461539,0.08907826533447395,0.08907826533447395
47,0.03538694508647485,0.8522072936660269,0.04022635864493352,0.27805599530151986
54,0.046128006718253255,0.07688462307538492,0.07375493487295771,0.07117269153409235
61,0.05875672739841011,0.0816410537870472,0.045976322090822704,0.03309131400025723
68,0.06180330816253146,0.07438463619150662,0.5034590694726206,0.1045331403653639
