,nCFR,rCFR,mrCFR,EmrCFR
24,0.010061349693251533,0.7321428571428571,0.11240552875892987,0.5476696908363008
31,0.016171365676064687,0.593167701863354,0.3371415687685942,0.0017863580488659552
38,0.028469750889679714,0.11782809408661245,0.04575269620251111,0.04575269620251111
45,0.03941624048896096,0.08209213716660893,0.07660678473059547,0.13024699942966403
52,0.04792009576537483,0.07455910598917409,0.04836977135952815,0.592284545202839
59,0.0543585064570466,0.06993543726579078,0.05326874142809136,0.16945303846411533
66,0.05871020077063476,0.06910132474042248,0.09085027987790285,0.09085027987790285
73,0.06008099316205271,0.06531937928545652,0.06399729477838802,0.009681935110406272
