,nCFR,rCFR,mrCFR,EmrCFR
50,0.04857997010463378,0.7442748091603053,0.0668359875902328,0.2997904948644417
57,0.07887419464225161,0.8850837138508372,0.7934995822118504,0.7934995822118504
64,0.11545917444234795,0.9555080213903744,0.4738552876376796,0.9110547558884773
71,0.14444072113129147,0.9725631768953069,0.8673355527078276,0.9657731310034764
78,0.154050779363937,0.9772306981044845,0.21545267626508252,0.1745162838433452
85,0.1579991703539823,0.9692921067141705,0.5713898670048128,0.2781056073761274
92,0.15436662282788147,0.9686742756804214,0.16174430847022872,0.2612168821803132
99,0.14728000413866404,0.9691455451366323,0.19128100022743239,0.19128100022743239
