,nCFR,rCFR,mrCFR,EmrCFR
35,0.033112582781456956,0.5882352941176471,0.6745648118791207,0.05995626431178848
42,0.056378959604766056,0.23458282950423218,0.1496801621264983,0.9254502244104857
49,0.0771796093377799,0.1861355802374569,0.09580537251026347,0.10981575191990503
56,0.09189375053726467,0.28923160173160173,0.9854677354499641,0.9854677354499641
63,0.09670203911776945,0.13996386086432766,0.12935406488446746,0.386420503138586
70,0.09997974068071312,0.14275383280300838,0.18604493661002455,0.33397444462206577
