,nCFR,rCFR,mrCFR,EmrCFR
28,0.014279532669839896,0.825,0.012182609901753353,0.35064090860217784
35,0.026608910891089108,0.403125,0.06387705978704296,0.039213066528248304
42,0.03651763399055818,0.2985244040862656,0.4650898920338459,0.5023248879988048
49,0.040685876623376624,0.23616018845700826,0.06599555545938308,0.15755000442543068
56,0.04878048780487805,0.18332820670562905,0.17956077848546106,0.12064290769768518
63,0.04961541126741044,0.1433146517213771,0.09855709390820092,0.09855709390820092
70,0.04958335795756752,0.12037302725968436,0.10050398207918013,0.10050398207918013
