,nCFR,rCFR,mrCFR,EmrCFR
33,0.008221496796034337,0.23208191126279865,0.7282955991445546,0.0658390374015654
40,0.01578813343519226,0.06906795395469736,0.03274275126475679,0.07660018456768648
47,0.024409676952049833,0.04855208183258897,0.4835892754611535,0.5239167762419071
54,0.03019562402017586,0.041568921835413344,0.07252937424960727,0.0011958502909068527
61,0.03538420913651967,0.04240841838753066,0.12035220539301575,0.06940314854998654
68,0.03830826584393881,0.043263646922183506,0.033307926016934226,0.015778308161193414
75,0.03884292300890545,0.04228838616516537,0.10826835838786489,0.5080960565513634
