,nCFR,rCFR,mrCFR,EmrCFR
18,0.01459065117535801,0.6067415730337079,0.08249492813516991,0.5996699326347225
25,0.020932564552519427,0.38927738927738925,0.039314457938710475,0.039314457938710475
32,0.02110529645177986,0.2707820954254796,0.1460771790513619,0.06703984871105441
39,0.02295667383303575,0.15312322774041967,0.04392343188350168,0.04392343188350168
46,0.02510832954450558,0.0956589366515837,0.9235985917553917,0.07616001389107309
53,0.02682211055276382,0.054160240279243446,0.04955426029391154,0.04955426029391154
60,0.027269080698683588,0.04010984885055622,0.7656419148816429,0.06284009533513114
