,nCFR,rCFR,mrCFR,EmrCFR
55,0.0037815693512807816,0.26498422712933756,0.9499267491629569,0.0025607465786243737
62,0.00750498310078863,0.04857527484855284,0.1526334305571422,0.013182423519808587
69,0.015027265537193522,0.051860364890102,0.048728951222877584,0.04792998306380371
76,0.021904121433374963,0.045496873752826926,0.030327576839260136,0.10684055713130716
83,0.031107421411728592,0.049622185868972504,0.04713907530046425,0.2224072299749738
90,0.037549596519138986,0.05080525947249669,0.060629946768467016,0.060629946768467016
97,0.04129310710626974,0.05015757075957942,0.048696448618487556,0.057513812536879386
104,0.044062711587401646,0.05004342090434806,0.05735064658847912,0.022045364188820308
