,nCFR,rCFR,mrCFR,EmrCFR
30,0.023636363636363636,0.47706422018348627,0.8944677206307894,0.25681630281626416
37,0.03522554485554993,0.09747545582047686,0.6765729450936387,0.3768098153246884
44,0.04107083471898903,0.1135110294117647,0.6986573614905885,0.19335848859981447
51,0.04623004953219593,0.08599948809828513,0.06654807125875452,0.17951091330671312
58,0.04793054234062798,0.06587119973847663,0.16677799909296068,0.10481328973431739
65,0.048375223472499736,0.06229685807150596,0.09573319214985201,0.05454941719162122
72,0.05011520737327189,0.060367757603793225,0.3719159721955703,0.025559616278813542
