,nCFR,rCFR,mrCFR,EmrCFR
34,0.012062726176115802,0.2727272727272727,0.029717264794649763,0.9871902462688077
41,0.016693418940609953,0.09420289855072464,0.016397447781631772,
48,0.02003484320557491,0.1111111111111111,0.021561371310936165,0.04278045320738078
55,0.022646657571623464,0.10234278668310727,0.029510125428711904,0.9216401171543465
62,0.023784355179704016,0.027247956403269755,0.40874872131799433,0.10047386239977366
69,0.025913449080072558,0.027739251040221916,0.02271571048145638,0.04493457632838883
