,nCFR,rCFR,mrCFR,EmrCFR
31,0.04173354735152488,0.37681159420289856,0.03601689177667045,0.5176027363933687
38,0.06470588235294118,0.4074074074074074,0.5204350507381175,0.1695094596779463
45,0.08848553601815087,0.4297520661157025,0.18754634352193317,0.8335045148889331
52,0.10724519033974621,0.3638888888888889,0.33369381925560176,0.33369381925560176
59,0.11281872162067762,0.3465665236051502,0.14753782024360243,0.03575080857065694
66,0.12334801762114538,0.3118536197295147,0.14032062994854702,0.1071229229304024
