,nCFR,rCFR,mrCFR,EmrCFR
43,0.022022022022022022,0.2894736842105263,0.8945242281000632,0.13304878922646993
50,0.028720626631853787,0.13580246913580246,0.15077428290069442,
57,0.02976190476190476,0.0851063829787234,0.03188903882583883,0.9931582188151795
64,0.032165832737669764,0.07042253521126761,0.08883126448220048,0.24880232699608834
71,0.034122562674094706,0.060196560196560195,0.024673789130789443,0.05340681308180918
