,nCFR,rCFR,mrCFR,EmrCFR
56,0.011675824175824176,0.015287769784172662,0.2727994664299728,0.20441959340800447
63,0.012846517917511832,0.014948859166011016,0.6302088787300827,0.3238853737503237
70,0.014093959731543624,0.015350877192982455,0.10477083726266082,
