,nCFR,rCFR,mrCFR,EmrCFR
61,0.009401286491835725,0.17117117117117117,0.6922523561931833,0.19244278506191587
68,0.012318326834455866,0.07417289220917823,0.04308686831812537,0.5254861083207063
75,0.02435363609954488,0.08879082082965578,0.2358275547429553,0.015971560564278845
82,0.04086468239800058,0.11490371452039792,0.3718943225706329,0.09168375106579198
89,0.051756391602577424,0.13180802258557817,0.1540877650111764,0.9939667339172078
96,0.06078190131663514,0.13382388614862134,0.1466174671387537,0.2011826104725753
103,0.06859412999803628,0.134345137717819,0.12014022546427364,0.12014022546427364
