,nCFR,rCFR,mrCFR,EmrCFR
31,0.028985507246376812,0.35,0.040459352031367864,0.040459352031367864
38,0.03905765654060756,0.44680851063829785,0.047705284675115825,0.10055324865394791
45,0.04574838388861263,0.2548476454293629,0.07337286924519461,0.16687358758249418
52,0.048561151079136694,0.2864721485411141,0.07975836251299386,0.08443737197529401
59,0.05220883534136546,0.18387553041018387,0.05613530590040629,0.14275592460229194
66,0.05359877488514548,0.09247027741083223,0.08837159128241424,0.19902693388630804
73,0.055741360089186176,0.0984251968503937,0.07372029294665351,0.11254385772179057
