α,p,l
0.055,0.64,1.8339424417752301
0.055,0.65,1.829225972424259
0.055,0.66,1.8245796775148986
0.055,0.67,1.8200016789834936
0.055,0.68,1.815490247618301
0.055,0.69,1.8110437909806891
0.055,0.7,1.8066608420684824
0.055,0.71,1.8023400486713679
0.055,0.72,1.7980801633720234
0.055,0.73,1.7938800341501029
0.055,0.74,1.7897385955495504
0.055,0.75,1.7856548603727525
0.055,0.76,1.781627911867991
0.055,0.77,1.7776568963793382
0.055,0.78,1.7737410164306868
0.055,0.79,1.7698795242179777
0.055,0.8,1.7660717154858958
0.055,0.81,1.7623169237673544
0.055,0.82,1.7586145149660037
0.055,0.83,1.754963882263762
0.055,0.84,1.7513644413369966
0.055,0.85,1.7478156258665092
0.055,0.86,1.744316883327857
0.055,0.87,1.7408676710498252
0.055,0.88,1.7374674525300517
0.055,0.89,1.7341156939978855
0.055,0.9,1.7308118612155499
0.055,0.91,1.727555416509618
0.055,0.92,1.7243458160256404
0.055,0.93,1.7211825071995583
0.055,0.94,1.7180649264402825
0.055,0.95,1.7149924970184913
0.055,0.96,1.7119646271573867
0.055,0.97,1.7089807083217725
0.055,0.98,1.706040113702441
0.055,0.99,1.7031421968934948
0.055,1.0,1.7002862907608478
0.056,0.31,2.0488466926857445
0.056,0.32,2.038480223555052
0.056,0.33,2.0284901233442714
0.056,0.34,2.0188519501061455
0.056,0.35,2.009543027031301
0.056,0.36,2.0005423104952413
0.056,0.37,1.9918302705871904
0.056,0.38,1.983388782236383
0.056,0.39,1.975201025462903
0.056,0.4,1.9672513935899616
0.056,0.41,1.9595254084879603
0.056,0.42,1.9520096420969877
0.056,0.43,1.9446916436079578
0.056,0.44,1.9375598717842502
0.056,0.45,1.9306036319836049
0.056,0.46,1.9238130175002124
0.056,0.47,1.917178854893986
0.056,0.48,1.910692653011256
0.056,0.49,1.9043465554311192
0.056,0.5,1.898133296096249
0.056,0.51,1.8920461579074757
0.056,0.52,1.8860789340789421
0.056,0.53,1.8802258920657697
0.056,0.54,1.8744817398895801
0.056,0.55,1.8688415946992074
0.056,0.56,1.8633009534148508
0.056,0.57,1.8578556653139273
0.056,0.58,1.8525019064261605
0.056,0.59,1.8472361556140937
0.056,0.6,1.8420551722232992
0.056,0.61,1.8369559751941649
0.056,0.62,1.831935823534305
0.056,0.63,1.826992198057382
0.056,0.64,1.8221227843005003
0.056,0.65,1.8173254565383548
0.056,0.66,1.8125982628179635
0.056,0.67,1.8079394109432039
0.056,0.68,1.8033472553433822
0.056,0.69,1.7988202847648522
0.056,0.7,1.7943571107291612
0.056,0.71,1.789956456705428
0.056,0.72,1.785617147948614
0.056,0.73,1.7813381019590706
0.056,0.74,1.7771183195222475
0.056,0.75,1.772956876290709
0.056,0.76,1.7688529148736694
0.056,0.77,1.7648056374021266
0.056,0.78,1.760814298540345
0.056,0.79,1.756878198916918
0.056,0.8,1.752996678950971
0.056,0.81,1.7491691130512053
0.056,0.82,1.745394904167487
0.056,0.83,1.7416734786765193
0.056,0.84,1.7380042815848546
0.056,0.85,1.7343867720340644
0.056,0.86,1.7308204190943361
0.056,0.87,1.7273046978340991
0.056,0.88,1.7238390856545003
0.056,0.89,1.7204230588786795
0.056,0.9,1.7170560895868183
0.056,0.91,1.7137376426888948
0.056,0.92,1.7104671732279446
0.056,0.93,1.7072441239074465
0.056,0.94,1.7040679228372069
0.056,0.95,1.7009379814928227
0.056,0.96,1.6978536928844943
0.056,0.97,1.6948144299315886
0.056,0.98,1.6918195440400123
0.056,0.99,1.6888683638800668
0.056,1.0,1.685960194363104
0.057,0.3,2.0502246429777973
0.057,0.31,2.0394071274602865
0.057,0.32,2.0289932282679706
0.057,0.33,2.0189561566209493
0.057,0.34,2.0092710882457325
0.057,0.35,1.9999150134256147
0.057,0.36,1.990866601812032
0.057,0.37,1.982106079647492
0.057,0.38,1.973615117582932
0.057,0.39,1.965376727670351
0.057,0.4,1.9573751684092349
0.057,0.41,1.9495958569482261
0.057,0.42,1.942025287710828
0.057,0.43,1.934650956840033
0.057,0.44,1.9274612919523015
0.057,0.45,1.9204455867643195
0.057,0.46,1.9135939402122901
0.057,0.47,1.9068971997275928
0.057,0.48,1.9003469083676932
0.057,0.49,1.8939352555295752
0.057,0.5,1.8876550309964433
0.057,0.51,1.881499582088289
0.057,0.52,1.875462773704014
0.057,0.53,1.8695389510578724
0.057,0.54,1.8637229049264408
0.057,0.55,1.8580098392345976
0.057,0.56,1.852395340820211
0.057,0.57,1.846875351227668
0.057,0.58,1.8414461403901305
0.057,0.59,1.8361042820695128
0.057,0.6,1.8308466309317863
0.057,0.61,1.825670301143329
0.057,0.62,1.820572646381659
0.057,0.63,1.8155512411611618
0.057,0.64,1.810603863381214
0.057,0.65,1.8057284780105558
0.057,0.66,1.8009232218278632
0.057,0.67,1.7961863891441794
0.057,0.68,1.7915164184382866
0.057,0.69,1.7869118798411725
0.057,0.7,1.7823714634105245
0.057,0.71,1.7778939681406971
0.057,0.72,1.7734782916577787
0.057,0.73,1.7691234205533724
0.057,0.74,1.7648284213143792
0.057,0.75,1.760592431809552
0.057,0.76,1.7564146532968101
0.057,0.77,1.7522943429183198
0.057,0.78,1.7482308066531789
0.057,0.79,1.7442233927001185
0.057,0.8,1.740271485265103
0.057,0.81,1.736374498730927
0.057,0.82,1.732531872188017
0.057,0.83,1.7287430643075496
0.057,0.84,1.7250075485397907
0.057,0.85,1.721324808622175
0.057,0.86,1.7176943343831772
0.057,0.87,1.7141156178293713
0.057,0.88,1.7105881495043742
0.057,0.89,1.707111415109506
0.057,0.9,1.703684892377082
0.057,0.91,1.7003080481882225
0.057,0.92,1.6969803359279698
0.057,0.93,1.6937011930713366
0.057,0.94,1.6904700389946865
0.057,0.95,1.6872862730075766
0.057,0.96,1.6841492726008713
0.057,0.97,1.6810583919076199
0.057,0.98,1.678012960373803
0.057,0.99,1.675012281636714
0.057,1.0,1.6720556326093703
0.058,0.29,2.0523217619274536
0.058,0.3,2.0410267939828657
0.058,0.31,2.030165539870681
0.058,0.32,2.0197085922007463
0.058,0.33,2.0096287333243392
0.058,0.34,1.9999007643651892
0.058,0.35,1.9905013518457697
0.058,0.36,1.9814088889493462
0.058,0.37,1.9726033691528901
0.058,0.38,1.9640662704819947
0.058,0.39,1.955780449022178
0.058,0.4,1.9477300406056726
0.058,0.41,1.9399003698046353
0.058,0.42,1.9322778655197264
0.058,0.43,1.9248499825714436
0.058,0.44,1.9176051287909597
0.058,0.45,1.9105325971753246
0.058,0.46,1.9036225027244242
0.058,0.47,1.8968657236183395
0.058,0.48,1.8902538464267045
0.058,0.49,1.8837791150686098
0.058,0.5,1.8774343832641582
0.058,0.51,1.8712130702380834
0.058,0.52,1.8651091194527383
0.058,0.53,1.859116960162868
0.058,0.54,1.8532314715982665
0.058,0.55,1.8474479495930125
0.058,0.56,1.8417620754916815
0.058,0.57,1.8361698871738685
0.058,0.58,1.8306677520486492
0.058,0.59,1.825252341880311
0.058,0.6,1.8199206093158489
0.058,0.61,1.8146697659934028
0.058,0.62,1.8094972621190053
0.058,0.63,1.8044007674067624
0.058,0.64,1.7993781532849213
0.058,0.65,1.7944274762771906
0.058,0.66,1.78954696247519
0.058,0.67,1.78473499302407
0.058,0.68,1.7799900905490955
0.058,0.69,1.7753109064564432
0.058,0.7,1.770696209046542
0.058,0.71,1.7661448723830926
0.058,0.72,1.7616558658653592
0.058,0.73,1.757228244455535
0.058,0.74,1.7528611395168985
0.058,0.75,1.7485537502221373
0.058,0.76,1.74430533549462
0.058,0.77,1.7401152064485823
0.058,0.78,1.7359827192971413
0.058,0.79,1.7319072686997972
0.058,0.8,1.7278882815236143
0.058,0.81,1.7239252109946408
0.058,0.82,1.7200175312182848
0.058,0.83,1.7161647320493834
0.058,0.84,1.7123663142945353
0.058,0.85,1.7086217852309742
0.058,0.86,1.7049306544278184
0.058,0.87,1.7012924298569554
0.058,0.88,1.6977066142821367
0.058,0.89,1.694172701916058
0.058,0.9,1.690690175336288
0.058,0.91,1.6872585026519313
0.058,0.92,1.6838771349138266
0.058,0.93,1.6805455037619423
0.058,0.94,1.6772630193044213
0.058,0.95,1.6740290682234669
0.058,0.96,1.6708430121039728
0.058,0.97,1.6677041859814503
0.058,0.98,1.6646118971064772
0.058,0.99,1.6615654239235045
0.058,1.0,1.6585640152625172
0.059,0.28,2.05515674414646
0.059,0.29,2.04335445274897
0.059,0.3,2.0320191730482318
0.059,0.31,2.02111857155536
0.059,0.32,2.0106227597680224
0.059,0.33,2.0005040984603446
0.059,0.34,1.9907370231363533
0.059,0.35,1.9812978868787923
0.059,0.36,1.9721648177395728
0.059,0.37,1.963317588493455
0.059,0.38,1.9547374970747564
0.059,0.39,1.946407256384244
0.059,0.4,1.9383108924243575
0.059,0.41,1.9304336499211212
0.059,0.42,1.9227619047395133
0.059,0.43,1.9152830825097058
0.059,0.44,1.9079855829647343
0.059,0.45,1.9008587095534475
0.059,0.46,1.8938926039414483
0.059,0.47,1.8870781850512888
0.059,0.48,1.8804070923242213
0.059,0.49,1.8738716329115115
0.059,0.5,1.8674647325250953
0.059,0.51,1.8611798896963423
0.059,0.52,1.8550111332085364
0.059,0.53,1.8489529824839694
0.059,0.54,1.8430004107206175
0.059,0.55,1.8371488105864389
0.059,0.56,1.8313939622916047
0.059,0.57,1.8257320038705367
0.059,0.58,1.820159403516565
0.059,0.59,1.8146729338223735
0.059,0.6,1.8092696477892176
0.059,0.61,1.8039468564772
0.059,0.62,1.798702108177702
0.059,0.63,1.793533168997383
0.059,0.64,1.7884380047510466
0.059,0.65,1.7834147640680742
0.059,0.66,1.778461762624133
0.059,0.67,1.773577468416441
0.059,0.68,1.7687604880070409
0.059,0.69,1.7640095536643616
0.059,0.7,1.7593235113387473
0.059,0.71,1.7547013094127568
0.059,0.72,1.7501419881717755
0.059,0.73,1.7456446699449282
0.059,0.74,1.7412085498704377
0.059,0.75,1.7368328872434222
0.059,0.76,1.7325169974077317
0.059,0.77,1.7282602441567574
0.059,0.78,1.7240620326112428
0.059,0.79,1.7199218025450185
0.059,0.8,1.7158390221322115
0.059,0.81,1.711813182091961
0.059,0.82,1.7078437902089265
0.059,0.83,1.703930366209962
0.059,0.84,1.7000724369792521
0.059,0.85,1.6962695320959595
0.059,0.86,1.6925211796800563
0.059,0.87,1.6888269025334879
0.059,0.88,1.6851862145651622
0.059,0.89,1.6815986174895057
0.059,0.9,1.6780635977894474
0.059,0.91,1.6745806239357348
0.059,0.92,1.671149143855431
0.059,0.93,1.6677685826433106
0.059,0.94,1.6644383405107006
0.059,0.95,1.6611577909670352
0.059,0.96,1.6579262792301384
0.059,0.97,1.6547431208618861
0.059,0.98,1.6516076006265843
0.059,0.99,1.6485189715700155
0.059,1.0,1.6454764543177427
0.06,0.28,2.0464092370084033
0.06,0.29,2.034569755086838
0.06,0.3,2.0231985724063364
0.06,0.31,2.012262815776678
0.06,0.32,2.0017321222089253
0.06,0.33,1.9915784395308942
0.06,0.34,1.9817758478664742
0.06,0.35,1.9723003983423233
0.06,0.36,1.9631299662773145
0.06,0.37,1.9542441167640519
0.06,0.38,1.9456239810306348
0.06,0.39,1.937252142321277
0.06,0.4,1.9291125302909222
0.06,0.41,1.9211903230971739
0.06,0.42,1.9134718565114355
0.06,0.43,1.9059445394739132
0.06,0.44,1.8985967755941318
0.06,0.45,1.8914178901571452
0.06,0.46,1.884398062241016
0.06,0.47,1.8775282615871218
0.06,0.48,1.870800189894219
0.06,0.49,1.8642062262318007
0.06,0.5,1.8577393762895442
0.06,0.51,1.8513932251984186
0.06,0.52,1.8451618936760483
0.06,0.53,1.8390399972645515
0.06,0.54,1.8330226084436623
0.06,0.55,1.8271052214156516
0.06,0.56,1.8212837193715077
0.06,0.57,1.8155543440601538
0.06,0.58,1.8099136674941352
0.06,0.59,1.8043585656363186
0.06,0.6,1.7988861939226934
0.06,0.61,1.7934939644863293
0.06,0.62,1.7881795249570502
0.06,0.63,1.7829407387203076
0.06,0.64,1.7777756665272006
0.06,0.65,1.7726825493555558
0.06,0.66,1.7676597924294628
0.06,0.67,1.7627059503117217
0.06,0.68,1.7578197129902429
0.06,0.69,1.7529998928856412
0.06,0.7,1.7482454127130498
0.06,0.71,1.7435552941365926
0.06,0.72,1.7389286471599927
0.06,0.73,1.7343646602015155
0.06,0.74,1.7298625908058034
0.06,0.75,1.72542175694926
0.06,0.76,1.721041528899398
0.06,0.77,1.716721321592095
0.06,0.78,1.7124605874939323
0.06,0.79,1.7082588099198246
0.06,0.8,1.7041154967788943
0.06,0.81,1.700030174724127
0.06,0.82,1.6960023836837066
0.06,0.83,1.6920316717540653
0.06,0.84,1.6881175904367218
0.06,0.85,1.6842596902027642
0.06,0.86,1.6804575163705207
0.06,0.87,1.67671060528349
0.06,0.88,1.6730184807769948
0.06,0.89,1.6693806509232827
0.06,0.9,1.6657966050459778
0.06,0.91,1.6622658109958348
0.06,0.92,1.658787712680717
0.06,0.93,1.6553617278436232
0.06,0.94,1.6519872460833946
0.06,0.95,1.64866362711351
0.06,0.96,1.6453901992550877
0.06,0.97,1.6421662581608876
0.06,0.98,1.6389910657677682
0.06,0.99,1.635863849475681
0.06,1.0,1.6327838015519098
0.061,0.27,2.050214667208383
0.061,0.28,2.037836855771534
0.061,0.29,2.025964618715654
0.061,0.3,2.014561742253221
0.061,0.31,2.0035948191674717
0.061,0.32,1.9930330200273232
0.061,0.33,1.9828478896858153
0.061,0.34,1.9730131643742377
0.061,0.35,1.9635046058924086
0.061,0.36,1.9542998502620996
0.061,0.37,1.945378268841144
0.061,0.38,1.936720840353855
0.061,0.39,1.9283100326258722
0.061,0.4,1.920129693053056
0.061,0.41,1.9121649470098072
0.061,0.42,1.9044021035307823
0.061,0.43,1.8968285676948535
0.061,0.44,1.8894327592110596
0.061,0.45,1.8822040367602726
0.061,0.46,1.8751326276883566
0.061,0.47,1.8682095626803017
0.061,0.48,1.8614266150726884
0.061,0.49,1.8547762444856146
0.061,0.5,1.8482515444761332
0.061,0.51,1.841846193934075
0.061,0.52,1.8355544119584764
0.061,0.53,1.8293709159689995
0.061,0.54,1.8232908828219814
0.061,0.55,1.81730991271523
0.061,0.56,1.811423995679456
0.061,0.57,1.8056294804673647
0.061,0.58,1.7999230456639517
0.061,0.59,1.7943016728534746
0.061,0.6,1.7887626216898949
0.061,0.61,1.7833034067283486
0.061,0.62,1.7779217758853822
0.061,0.63,1.7726156904053167
0.061,0.64,1.7673833062191793
0.061,0.65,1.762222956591181
0.061,0.66,1.7571331359557503
0.061,0.67,1.7521124848556526
0.061,0.68,1.7471597758987893
0.061,0.69,1.742273900657846
0.061,0.7,1.7374538574431315
0.061,0.71,1.732698739884678
0.061,0.72,1.7280077262650273
0.061,0.73,1.723380069549103
0.061,0.74,1.7188150880621846
0.061,0.75,1.7143121567712982
0.061,0.76,1.709870699129306
0.061,0.77,1.7054901794446682
0.061,0.78,1.7011700957432396
0.061,0.79,1.6969099730916242
0.061,0.8,1.6927093573544927
0.061,0.81,1.688567809360943
0.061,0.82,1.684484899457435
0.061,0.83,1.6804602024270783
0.061,0.84,1.676493292757118
0.061,0.85,1.6725837402383485
0.061,0.86,1.6687311058819092
0.061,0.87,1.6649349381404848
0.061,0.88,1.6611947694223796
0.061,0.89,1.6575101128882266
0.061,0.9,1.653880459521293
0.061,0.91,1.6503052754634173
0.061,0.92,1.6467839996096236
0.061,0.93,1.6433160414553352
0.061,0.94,1.6399007791909772
0.061,0.95,1.636537558039501
0.061,0.96,1.6332256888331051
0.061,0.97,1.6299644468260939
0.061,0.98,1.6267530707414721
0.061,0.99,1.6235907620494998
0.061,1.0,1.6204766844770528
0.062,0.26,2.054799200398235
