α,p,d
0.092,0.9,2.1105642128279225
0.093,0.88,2.121516693981424
0.093,0.89,2.1042565778054314
0.093,0.9,2.096548667195439
0.094,0.87,2.1191648568183186
0.094,0.88,2.1010870156708066
0.094,0.89,2.0808153707027435
0.094,0.9,2.063191696231774
0.095,0.86,2.09422228320419
0.095,0.87,2.0848328603214665
0.095,0.88,2.09315785000435
0.095,0.89,2.042196050044894
0.095,0.9,2.020933676043153
0.096,0.83,2.1174340459695755
0.096,0.84,2.103249887819111
0.096,0.85,2.1002049022504368
0.096,0.86,2.101803986611962
0.096,0.87,2.083455425573595
0.096,0.88,2.0392579157799484
0.096,0.89,2.040308256175044
0.096,0.9,2.0236907410701517
0.097,0.83,2.1022614701413307
0.097,0.84,2.0823901493489743
0.097,0.85,2.079343975836101
0.097,0.86,2.04512712418139
0.097,0.87,2.0203453408853287
0.097,0.88,2.0458203397125008
0.097,0.89,2.01251217058897
0.097,0.9,2.0023109072178604
0.098,0.81,2.120719863272374
0.098,0.82,2.1007010828077792
0.098,0.83,2.072573718908304
0.098,0.84,2.0544206802904608
0.098,0.85,2.0454354472706107
0.098,0.86,2.021581043080878
0.098,0.87,2.0261385523825886
0.098,0.88,1.991763745387129
0.098,0.89,1.9708340842072096
0.098,0.9,1.9936949465535774
0.099,0.8,2.117104529851651
0.099,0.81,2.0977193008566433
0.099,0.82,2.08442238484025
0.099,0.83,2.0691405055558563
0.099,0.84,2.058056585904604
0.099,0.85,2.0207479561953026
0.099,0.86,2.0024600016235667
0.099,0.87,2.003191001293415
0.099,0.88,1.9886853289017647
0.099,0.89,1.9757750607013702
0.099,0.9,1.9425548639969383
0.1,0.78,2.110898578556815
0.1,0.79,2.118330259810854
0.1,0.8,2.100810224100947
0.1,0.81,2.059605053942992
0.1,0.82,2.0495621695293402
0.1,0.83,2.0517102663487194
0.1,0.84,2.01801229274869
0.1,0.85,2.024932518956136
0.1,0.86,1.9884813852122774
0.1,0.87,1.984523061657324
0.1,0.88,1.9557585983157157
0.1,0.89,1.9566316609233618
0.1,0.9,1.945284939238429
0.101,0.78,2.1037788411829004
0.101,0.79,2.0945377781063317
0.101,0.8,2.0631149567381266
0.101,0.81,2.059747055546213
0.101,0.82,2.0232157696574395
0.101,0.83,2.021426535199908
0.101,0.84,2.011420973000711
0.101,0.85,1.9939565248310567
0.101,0.86,1.9896557429075241
0.101,0.87,1.9450081378866764
0.101,0.88,1.9447799887057722
0.101,0.89,1.9199580392986535
0.101,0.9,1.9234672561228274
0.102,0.77,2.0982831458794102
0.102,0.78,2.0849150155176845
0.102,0.79,2.0638645951045373
0.102,0.8,2.0498574718671283
0.102,0.81,1.9986319219616606
0.102,0.82,2.007622323976087
0.102,0.83,1.9994060429544878
0.102,0.84,1.9766758634055992
0.102,0.85,1.9754457158548042
0.102,0.86,1.9480731550455093
0.102,0.87,1.9487165802299657
0.102,0.88,1.938816108673811
0.102,0.89,1.9085567935096412
0.102,0.9,1.9000804726615763
0.103,0.76,2.09043999504447
0.103,0.77,2.0641000129924034
0.103,0.78,2.04621640036423
0.103,0.79,2.039700052491891
0.103,0.8,2.0353524316512464
0.103,0.81,2.006704427304864
0.103,0.82,2.0015026756129064
0.103,0.83,1.9698575320929288
0.103,0.84,1.9502269334271882
0.103,0.85,1.9534511960685252
0.103,0.86,1.9205524108231067
0.103,0.87,1.9237387035518885
0.103,0.88,1.902884706887603
0.103,0.89,1.889726970654726
0.103,0.9,1.881525573143363
0.104,0.74,2.1017709706713927
0.104,0.75,2.1029843611773016
0.104,0.76,2.074003011874899
0.104,0.77,2.065322823084072
0.104,0.78,2.029249877490141
0.104,0.79,2.0174539415554626
0.104,0.8,2.003940154769503
0.104,0.81,1.9683552739786991
0.104,0.82,1.9570113745483473
0.104,0.83,1.9688399309903384
0.104,0.84,1.9363064031951684
0.104,0.85,1.9403877303517687
0.104,0.86,1.9125358259310108
0.104,0.87,1.912336165946722
0.104,0.88,1.899571112077562
0.104,0.89,1.888839261522889
0.104,0.9,1.879156965664029
0.105,0.74,2.0956213638015826
0.105,0.75,2.0835395942687986
0.105,0.76,2.070505384180127
0.105,0.77,2.0441542244880244
0.105,0.78,2.0102619078650763
0.105,0.79,1.9893813879303786
0.105,0.8,1.992781710153818
0.105,0.81,1.9665702662169933
0.105,0.82,1.9555909662604332
0.105,0.83,1.9341463233847709
0.105,0.84,1.9307158112889546
0.105,0.85,1.914052236091495
0.105,0.86,1.9041449280738831
0.105,0.87,1.886047017805611
0.105,0.88,1.8866085611075163
0.105,0.89,1.8873086640775203
0.105,0.9,1.8496950884073973
0.106,0.73,2.1035130421270924
0.106,0.74,2.0854242960538465
0.106,0.75,2.0617925737998357
0.106,0.76,2.037438145759702
0.106,0.77,2.0142762369453906
0.106,0.78,1.991260430176107
0.106,0.79,1.980154591858387
0.106,0.8,1.9753924388606297
0.106,0.81,1.945092193242508
0.106,0.82,1.9535986591677794
0.106,0.83,1.93373464905588
0.106,0.84,1.903111331152916
0.106,0.85,1.9029678193479775
0.106,0.86,1.8885814823329448
0.106,0.87,1.861525408514941
0.106,0.88,1.8756791154404475
0.106,0.89,1.8572633980548323
0.106,0.9,1.8650623808604991
0.107,0.72,2.1184637882266237
0.107,0.73,2.086724094211641
0.107,0.74,2.062124853480118
0.107,0.75,2.037121433902725
0.107,0.76,2.0368246834635735
0.107,0.77,2.0107024716943505
0.107,0.78,1.9871869506052215
0.107,0.79,1.9560826454281808
0.107,0.8,1.9570774809598923
0.107,0.81,1.945685811510682
0.107,0.82,1.9390565495507956
0.107,0.83,1.9138274145364762
0.107,0.84,1.889965340279777
0.107,0.85,1.8916877462267876
0.107,0.86,1.8765593541551278
0.107,0.87,1.8761295488148928
0.107,0.88,1.8421667238354682
0.107,0.89,1.842124981212616
0.107,0.9,1.843992257697611
0.108,0.71,2.0933873686406335
0.108,0.72,2.0908914299352697
0.108,0.73,2.043788975653359
0.108,0.74,2.0440687487361324
0.108,0.75,2.0085945616478242
0.108,0.76,2.014469543746114
0.108,0.77,1.9719777453005314
0.108,0.78,1.9565158494711756
0.108,0.79,1.9501831972621084
0.108,0.8,1.9354149118692459
0.108,0.81,1.93429848305583
0.108,0.82,1.9071836101233959
0.108,0.83,1.8921895126849413
0.108,0.84,1.8681698442131311
0.108,0.85,1.8764591789036988
0.108,0.86,1.847562592851203
0.108,0.87,1.8565229543119668
0.108,0.88,1.852974364901073
0.108,0.89,1.8509966498869967
0.108,0.9,1.832148846018117
0.109,0.69,2.1227138505578043
0.109,0.7,2.110900107151425
0.109,0.71,2.071140316317557
0.109,0.72,2.045717142064474
0.109,0.73,2.039721645784378
0.109,0.74,2.0049779893994333
0.109,0.75,2.022031367352605
0.109,0.76,1.9877154608506955
0.109,0.77,1.974084962632717
0.109,0.78,1.940335599026084
0.109,0.79,1.9209270631998778
0.109,0.8,1.9309917349278927
0.109,0.81,1.919553278425336
0.109,0.82,1.90190976113379
0.109,0.83,1.8756163037951645
0.109,0.84,1.8449645337894431
0.109,0.85,1.8639064208716154
0.109,0.86,1.8438532641768455
0.109,0.87,1.8443759777396918
0.109,0.88,1.8470223397403955
0.109,0.89,1.8246421003867415
0.109,0.9,1.8259041151239557
0.11,0.69,2.1059641330489423
0.11,0.7,2.0529852645573414
0.11,0.71,2.0462168199466797
0.11,0.72,2.0489343978494405
0.11,0.73,2.0130281836280277
0.11,0.74,1.9892222595335258
0.11,0.75,1.9748336088181113
0.11,0.76,1.9535412109673023
0.11,0.77,1.934712043731974
0.11,0.78,1.928350726273656
0.11,0.79,1.9204600364416837
0.11,0.8,1.903318503534794
0.11,0.81,1.8951032076001166
0.11,0.82,1.8916143433630466
0.11,0.83,1.8712338027250457
0.11,0.84,1.857893641781807
0.11,0.85,1.8370725763201714
0.11,0.86,1.8437390295922755
0.11,0.87,1.8283824086666107
0.11,0.88,1.8201116750955582
0.11,0.89,1.8136829988360406
0.11,0.9,1.80353224529624
0.111,0.68,2.0992495532190567
0.111,0.69,2.0972346752911806
0.111,0.7,2.0768058827389906
0.111,0.71,2.021132253701642
0.111,0.72,2.0085038028661533
0.111,0.73,1.9859036402771248
0.111,0.74,1.9657946798204033
0.111,0.75,1.9507956664472819
0.111,0.76,1.9466361207693814
0.111,0.77,1.9441417932331562
0.111,0.78,1.917168914857486
0.111,0.79,1.896027789336443
0.111,0.8,1.889922004687786
0.111,0.81,1.8756137278278002
0.111,0.82,1.8625588603556156
0.111,0.83,1.8552251120895147
0.111,0.84,1.8582288541436196
0.111,0.85,1.8262795949347037
0.111,0.86,1.8255043964594602
0.111,0.87,1.8288543592698456
0.111,0.88,1.8040904937085405
0.111,0.89,1.8142133969843388
0.111,0.9,1.8146573002651112
0.112,0.67,2.101610578992963
0.112,0.68,2.0837570212450944
0.112,0.69,2.0448092410067176
0.112,0.7,2.0326120138674972
0.112,0.71,2.0146929417312145
0.112,0.72,1.9884081235915423
0.112,0.73,1.9875289794653654
0.112,0.74,1.9553914014339446
0.112,0.75,1.9291321665197612
0.112,0.76,1.941163830804825
0.112,0.77,1.9307486491382122
0.112,0.78,1.903466353872918
0.112,0.79,1.8973612451404334
0.112,0.8,1.8877176405477598
0.112,0.81,1.846080524495244
0.112,0.82,1.8578193841013195
0.112,0.83,1.8352474160075187
0.112,0.84,1.8444068798094988
0.112,0.85,1.8440536383181811
0.112,0.86,1.818936399572688
0.112,0.87,1.8134036435157062
0.112,0.88,1.7961952458262445
0.112,0.89,1.787302259594202
0.112,0.9,1.7999028298735618
0.113,0.66,2.1132021070844003
0.113,0.67,2.08082483232221
0.113,0.68,2.0604880233723923
0.113,0.69,2.051951412481479
0.113,0.7,2.0257320801109078
0.113,0.71,2.0099715163081884
0.113,0.72,1.9859458311200142
0.113,0.73,1.9665906236787947
0.113,0.74,1.9483970721065997
0.113,0.75,1.9310696518152952
0.113,0.76,1.9211275243848562
0.113,0.77,1.9108886180222036
0.113,0.78,1.8949905745863915
0.113,0.79,1.8677691425949334
0.113,0.8,1.886323663823467
0.113,0.81,1.850642340210916
0.113,0.82,1.8492599078980534
0.113,0.83,1.8285973577290773
0.113,0.84,1.8208150347832877
0.113,0.85,1.8161828888326883
0.113,0.86,1.8079539271742104
0.113,0.87,1.8158787014216184
0.113,0.88,1.803014468717575
0.113,0.89,1.8046376238763333
0.113,0.9,1.785921800362479
0.114,0.66,2.1221379381656647
0.114,0.67,2.075235296371579
0.114,0.68,2.0301350711375474
0.114,0.69,2.014455610248135
0.114,0.7,1.990265690755844
0.114,0.71,1.9856230016201735
0.114,0.72,1.967108089851253
0.114,0.73,1.950368183672428
0.114,0.74,1.917783873351124
0.114,0.75,1.9051210200837856
0.114,0.76,1.8948791765435862
0.114,0.77,1.891921501353383
0.114,0.78,1.8776591974049806
0.114,0.79,1.8564838527101202
0.114,0.8,1.8645767575502397
0.114,0.81,1.8516642836272716
0.114,0.82,1.838672210344154
0.114,0.83,1.82560947432518
0.114,0.84,1.8103591470003129
0.114,0.85,1.821739011117816
0.114,0.86,1.806111079710722
0.114,0.87,1.8071758656799792
0.114,0.88,1.8146447991639376
0.114,0.89,1.7870655038535594
0.114,0.9,1.7946684322059154
0.115,0.64,2.113255691290486
0.115,0.65,2.105789453800174
0.115,0.66,2.071162491428791
0.115,0.67,2.0543840584459767
0.115,0.68,2.048163654169615
0.115,0.69,1.9971479130086913
0.115,0.7,1.9771110813081265
0.115,0.71,1.9648732543051244
0.115,0.72,1.9307307146854344
0.115,0.73,1.9151255838811398
0.115,0.74,1.9348669334723774
0.115,0.75,1.892126171529293
0.115,0.76,1.8847081364065408
0.115,0.77,1.8865198612719773
0.115,0.78,1.8600610725969076
0.115,0.79,1.838114378297329
0.115,0.8,1.8400499465316533
0.115,0.81,1.8360904348254203
0.115,0.82,1.8195047259807586
0.115,0.83,1.815963631466309
0.115,0.84,1.809490804121109
0.115,0.85,1.7943700930535793
0.115,0.86,1.7997160259991885
0.115,0.87,1.8141556060343982
0.115,0.88,1.797443659466505
0.115,0.89,1.785709019628167
0.115,0.9,1.779852351034705
0.116,0.63,2.108475646504928
0.116,0.65,2.074595226299763
0.116,0.66,2.0700103126951355
0.116,0.67,2.0456431705365303
0.116,0.68,2.017330620025264
0.116,0.69,1.9816486666619777
0.116,0.7,1.9762245539486407
0.116,0.71,1.9394862057745654
0.116,0.72,1.9421092631841068
0.116,0.73,1.9151151938199997
0.116,0.74,1.9186285909622907
0.116,0.75,1.8877924053668975
0.116,0.76,1.8789026296973228
0.116,0.77,1.8722951227128506
0.116,0.78,1.8589564628395785
0.116,0.79,1.8344234605361012
0.116,0.8,1.8244962347239255
0.116,0.81,1.8387403228789567
0.116,0.82,1.811598508943587
0.116,0.83,1.816442072287202
0.116,0.84,1.807739987501502
0.116,0.85,1.792753856793046
0.116,0.86,1.796932593882084
0.116,0.87,1.8045458107471466
0.116,0.88,1.7782222730487585
0.116,0.89,1.7787207334189066
0.116,0.9,1.7730532455682755
0.117,0.63,2.118405410436232
0.117,0.64,2.097529185625911
0.117,0.65,2.0587471113978464
0.117,0.66,2.0385775613993404
0.117,0.67,2.0137212727367877
0.117,0.68,1.9972654330062236
0.117,0.69,1.9699126699607523
0.117,0.7,1.937620318967104
0.117,0.71,1.94274195181238
0.117,0.72,1.9143000650912523
0.117,0.73,1.8951044684886933
0.117,0.74,1.8863496774673463
0.117,0.75,1.877687047764659
0.117,0.76,1.8544771508856266
0.117,0.77,1.84839838767947
0.117,0.78,1.83860595536232
0.117,0.79,1.8219405632626087
0.117,0.8,1.8444109262913466
0.117,0.81,1.8154994622636624
0.117,0.82,1.8031451522618531
0.117,0.83,1.8151507101164346
0.117,0.84,1.8040933815817444
0.117,0.85,1.8020052971992024
0.117,0.86,1.7896833737671376
0.117,0.87,1.798685262697935
0.117,0.88,1.7905553161770105
0.117,0.89,1.7813273395448923
0.117,0.9,1.791666313111782
0.118,0.62,2.1111031640009923
0.118,0.63,2.086181332138181
0.118,0.64,2.0593388200140015
0.118,0.65,2.042406812775903
0.118,0.66,2.025873106187582
0.118,0.67,2.010081040817499
0.118,0.68,1.9675008826881648
0.118,0.69,1.9392165642326145
0.118,0.7,1.937733511831398
0.118,0.71,1.9110372520625591
0.118,0.72,1.886257756331563
0.118,0.73,1.8893831613063812
0.118,0.74,1.8710235560874389
0.118,0.75,1.8832283403326364
0.118,0.76,1.867405536532402
0.118,0.77,1.8446666674584151
0.118,0.78,1.822860430341959
0.118,0.79,1.833883267465234
0.118,0.8,1.8246403841972352
0.118,0.81,1.8075654716402292
0.118,0.82,1.8103439727783204
0.118,0.83,1.8009771734118463
0.118,0.84,1.7952169819802046
0.118,0.85,1.7864943552881478
0.118,0.86,1.7909174270019261
0.118,0.87,1.7900008750785672
0.118,0.88,1.7850117540620578
0.118,0.89,1.7824225969672203
0.118,0.9,1.8006436416983604
0.119,0.62,2.101943589437008
0.119,0.63,2.069231825393039
0.119,0.64,2.049601466555948
0.119,0.65,2.0064332255232755
0.119,0.66,2.0097232480765377
0.119,0.67,1.9782762179493905
0.119,0.68,1.9664043152302504
0.119,0.69,1.9400087229251861
0.119,0.7,1.916832875776291
0.119,0.71,1.9122074983388186
0.119,0.72,1.8893699455887079
0.119,0.73,1.8804912751475253
0.119,0.74,1.8448480769276618
0.119,0.75,1.8555703956097365
0.119,0.76,1.848747058044208
0.119,0.77,1.81799550196297
0.119,0.78,1.8340503541380166
0.119,0.79,1.812608970540762
0.119,0.8,1.8169931114554405
0.119,0.81,1.8128852310839447
0.119,0.82,1.7954713760614396
0.119,0.83,1.7942912318199873
0.119,0.84,1.7978425734674603
0.119,0.85,1.8001774800640982
0.119,0.86,1.7766751240730285
0.119,0.87,1.7863675430983306
0.119,0.88,1.7866339980244637
0.119,0.89,1.7788248704135419
0.119,0.9,1.77046917540133
0.12,0.6,2.1235884069395015
0.12,0.61,2.1044951391012647
0.12,0.62,2.0806178022176027
0.12,0.63,2.0548251312826262
0.12,0.64,2.037827917122841
0.12,0.65,2.0184130070864983
0.12,0.66,1.9938103856712786
0.12,0.67,1.9695819853407077
0.12,0.68,1.9346790541231633
0.12,0.69,1.9245178007513284
0.12,0.7,1.9049243005289245
0.12,0.71,1.8844553199023009
0.12,0.72,1.895666370075941
0.12,0.73,1.8710296204984187
0.12,0.74,1.8609867337596577
0.12,0.75,1.8336303460478782
0.12,0.76,1.8191461539179086
0.12,0.77,1.8404881712138652
0.12,0.78,1.8125218294352292
0.12,0.79,1.8085951487511396
0.12,0.8,1.7878295213222504
0.12,0.81,1.7947560611009599
0.12,0.82,1.794636400321126
0.12,0.83,1.798737173718214
0.12,0.84,1.7863684130451716
0.12,0.85,1.7835692006647588
0.12,0.86,1.7697540269553662
0.12,0.87,1.8145987576961518
0.12,0.88,1.7834301113575697
0.12,0.89,1.7907057466626168
0.12,0.9,1.7918261688709258
0.121,0.6,2.108229565061871
0.121,0.61,2.0780222983032464
0.121,0.62,2.069940975814636
0.121,0.63,2.052079135777742
0.121,0.64,2.011336083050793
0.121,0.65,1.9982237070970246
0.121,0.66,1.9742303462326527
0.121,0.67,1.9445395366067475
0.121,0.68,1.9278407688885928
0.121,0.69,1.900153957743592
0.121,0.7,1.8940246454596519
0.121,0.71,1.8918588163286447
0.121,0.72,1.8790775961330863
0.121,0.73,1.8509094321489334
0.121,0.74,1.8467773596793413
0.121,0.75,1.8464916113990744
0.121,0.76,1.8580122137225874
0.121,0.77,1.828785284820199
0.121,0.78,1.8026937805235386
0.121,0.79,1.8159493772745132
0.121,0.8,1.8019047120051526
0.121,0.81,1.8023382160961627
0.121,0.82,1.8111984934180976
0.121,0.83,1.7979289149701596
0.121,0.84,1.8015570047199727
0.121,0.85,1.7771719323962927
0.121,0.86,1.7867359010905028
0.121,0.87,1.7916606502741574
0.121,0.88,1.7860451245993376
0.121,0.89,1.7810350475490093
0.121,0.9,1.786236292952299
0.122,0.6,2.0817941714822203
0.122,0.61,2.087534805470705
0.122,0.62,2.032360153606534
0.122,0.63,2.031845237314254
0.122,0.64,2.0017016655266286
0.122,0.65,1.961527232903242
0.122,0.66,1.958866566725121
0.122,0.67,1.9405521350622177
0.122,0.68,1.9138877293348313
0.122,0.69,1.9046602314919234
0.122,0.7,1.8976627738118172
0.122,0.71,1.860839446273446
0.122,0.72,1.857120078021288
0.122,0.73,1.8626623599261045
0.122,0.74,1.8587893233627082
0.122,0.75,1.8157883534908295
0.122,0.76,1.819084406504035
0.122,0.77,1.811357561457157
0.122,0.78,1.8146427336603403
0.122,0.79,1.8031892501831055
0.122,0.8,1.7858468822505666
0.122,0.81,1.7810169944196939
0.122,0.82,1.8013853374689817
0.122,0.83,1.7765850753217935
0.122,0.84,1.8014650983067475
0.122,0.85,1.7937371196693415
0.122,0.86,1.788413695001602
0.122,0.87,1.8038054984152316
0.122,0.88,1.8047634130328893
0.122,0.89,1.7860881994366646
0.122,0.9,1.800474868776727
0.123,0.6,2.08693388872334
0.123,0.61,2.0395645929417663
0.123,0.62,2.0249128328323365
0.123,0.63,2.015379931643605
0.123,0.64,1.9890159167587758
0.123,0.65,1.9624589053213597
0.123,0.66,1.932583254355457
0.123,0.67,1.9182210529893637
0.123,0.68,1.9133653156936168
0.123,0.69,1.8783391590446235
0.123,0.7,1.8796085105419158
0.123,0.71,1.8596292515307664
0.123,0.72,1.8662656600716483
0.123,0.73,1.833579632733916
0.123,0.74,1.839413248807192
0.123,0.75,1.8137617280870677
0.123,0.76,1.8161701687395573
0.123,0.77,1.7908374686151742
0.123,0.78,1.8030834988117217
0.123,0.79,1.788841057637334
0.123,0.8,1.7997277278631925
0.123,0.81,1.7881091791033745
0.123,0.82,1.7859314504414796
0.123,0.83,1.8160535453915596
0.123,0.84,1.8068913270682097
0.123,0.85,1.7948471220637972
0.123,0.86,1.7908870148479938
0.123,0.87,1.7936977747619152
0.123,0.88,1.8121833001077174
0.123,0.89,1.7825258496195078
0.123,0.9,1.7973883731365203
0.124,0.58,2.1127127403347274
0.124,0.59,2.0985457445949316
0.124,0.6,2.048476392632455
0.124,0.61,2.0162660331271627
0.124,0.62,2.013531718042493
0.124,0.63,1.9937669840037824
0.124,0.64,1.9587059619367122
0.124,0.65,1.9406951675444841
0.124,0.66,1.9336493077430257
0.124,0.67,1.913846835270524
0.124,0.68,1.8810495451211928
0.124,0.69,1.8730234372609258
0.124,0.7,1.8852690244317054
0.124,0.71,1.8527878728032112
0.124,0.72,1.8394923128302774
0.124,0.73,1.8490322260975838
0.124,0.74,1.8240397635194814
0.124,0.75,1.8137340842396021
0.124,0.76,1.7942223452299833
0.124,0.77,1.8114079984486102
0.124,0.78,1.8021350539177656
0.124,0.79,1.7997585721194744
0.124,0.8,1.7871705574929715
0.124,0.81,1.7951670707583427
0.124,0.82,1.7830640185445548
0.124,0.83,1.7846541553497315
0.124,0.84,1.8064108238786458
0.124,0.85,1.7920314364254475
0.124,0.86,1.7963330596446991
0.124,0.87,1.7890783641248942
0.124,0.88,1.8052649176746607
0.124,0.89,1.8074759124457835
0.124,0.9,1.8302321355432272
0.125,0.58,2.0983864012092353
0.125,0.59,2.090758073361519
0.125,0.6,2.0578481183558703
0.125,0.61,2.0219924402296545
0.125,0.62,2.0031006135841127
0.125,0.63,1.967143567389447
0.125,0.64,1.9549591300910516
0.125,0.65,1.929905406477237
0.125,0.66,1.917611272197962
0.125,0.67,1.8904243911187097
0.125,0.68,1.8748390975415707
0.125,0.69,1.8580888151019812
0.125,0.7,1.8517602738142014
0.125,0.71,1.8622712959676981
0.125,0.72,1.8417511969943352
0.125,0.73,1.8273286802589894
0.125,0.74,1.8276149571031333
0.125,0.75,1.8137388971358537
0.125,0.76,1.8101932005087336
0.125,0.77,1.804731831935048
0.125,0.78,1.8187280438847468
0.125,0.79,1.79011262216866
0.125,0.8,1.7901631821125745
0.125,0.81,1.8059229076206684
0.125,0.82,1.7822334485918283
0.125,0.83,1.7995646657675504
0.125,0.84,1.8196304698109627
0.125,0.85,1.7849047105997802
0.125,0.86,1.7995677536904813
0.125,0.87,1.8218241792976857
0.125,0.88,1.8147687411993743
0.125,0.89,1.8138618526786565
0.125,0.9,1.8225598508656025
0.126,0.57,2.123615570980714
0.126,0.58,2.105098968595557
0.126,0.59,2.0599685793513327
0.126,0.6,2.0309707575649023
0.126,0.61,2.008578771993518
0.126,0.62,1.9792251215200911
0.126,0.63,1.9407925418674945
0.126,0.64,1.9168701698958874
0.126,0.65,1.913083156850934
0.126,0.66,1.8875242730766535
0.126,0.67,1.8726839281827212
0.126,0.68,1.8639562763482331
0.126,0.69,1.8571691333702178
0.126,0.7,1.8371867953240872
0.126,0.71,1.8529684429585933
0.126,0.72,1.8147978233011897
0.126,0.73,1.8226885990480393
0.126,0.74,1.8145315943881806
0.126,0.75,1.8136549279868603
0.126,0.76,1.8169569127649068
0.126,0.77,1.797768488907814
0.126,0.78,1.8009584468215705
0.126,0.79,1.8061371649056672
0.126,0.8,1.8072286384254694
0.126,0.81,1.8141614484741686
0.126,0.82,1.8024792075425387
0.126,0.83,1.8075410027116536
0.126,0.84,1.8026702679276467
0.126,0.85,1.815361540517211
0.126,0.86,1.8045200959056615
0.126,0.87,1.804800023961067
0.126,0.88,1.808850584670814
0.126,0.89,1.803982349139452
0.126,0.9,1.8251045399308206
0.127,0.57,2.107352495187521
