α,p,d
0.127,0.58,2.0731187444924415
0.127,0.59,2.037976160550858
0.127,0.6,2.0040698944896396
0.127,0.61,1.9890127084309939
0.127,0.62,1.9772144611543006
0.127,0.63,1.9513364319205284
0.127,0.64,1.9279518953543484
0.127,0.65,1.9043507826268673
0.127,0.66,1.882557117882371
0.127,0.67,1.874339895415306
0.127,0.68,1.8710034786075354
0.127,0.69,1.8451839701414907
0.127,0.7,1.8313692732661961
0.127,0.71,1.815832318687439
0.127,0.72,1.8204573804229498
0.127,0.73,1.7875812857747078
0.127,0.74,1.8112169446229935
0.127,0.75,1.8168327383726834
0.127,0.76,1.7808199977219106
0.127,0.77,1.8028749428272248
0.127,0.78,1.802200133216381
0.127,0.79,1.792630994361639
0.127,0.8,1.7810949698388576
0.127,0.81,1.8034027171194553
0.127,0.82,1.805800004786253
0.127,0.83,1.817615045979619
0.127,0.84,1.801043562540412
0.127,0.85,1.801976979675889
0.127,0.86,1.8090017788469792
0.127,0.87,1.8221772481024265
0.127,0.88,1.8271717187106609
0.127,0.89,1.829760683503747
0.127,0.9,1.8462687167972327
0.128,0.56,2.110177609612211
0.128,0.57,2.078031818296523
0.128,0.58,2.0640247743829168
0.128,0.59,2.0244938986910253
0.128,0.6,1.9852468257993459
0.128,0.61,1.9741133901298047
0.128,0.62,1.9696026404855655
0.128,0.63,1.9326827858388425
0.128,0.64,1.913524259081483
0.128,0.65,1.8934307899206877
0.128,0.66,1.888926566949617
0.128,0.67,1.8593587712436914
0.128,0.68,1.8512740145295858
0.128,0.69,1.855269061123659
0.128,0.7,1.8362867856264113
0.128,0.71,1.8337995582967996
0.128,0.72,1.807954804417491
0.128,0.73,1.8273847738176585
0.128,0.74,1.808612036969675
0.128,0.75,1.8132266166955233
0.128,0.76,1.804188292452693
0.128,0.77,1.7959636649221182
0.128,0.78,1.7917495084285735
0.128,0.79,1.8216729692041873
0.128,0.8,1.8074105077028275
0.128,0.81,1.7912740129203497
0.128,0.82,1.8147245751559735
0.128,0.83,1.812079734313488
0.128,0.84,1.8004330273985862
0.128,0.85,1.8200034884631633
0.128,0.86,1.821373217511177
0.128,0.87,1.8416264329284429
0.128,0.88,1.823694583800435
0.128,0.89,1.8389580188155175
0.128,0.9,1.8609112830251455
0.129,0.55,2.1192429144185634
0.129,0.56,2.1002716692490986
0.129,0.57,2.0762343227159907
0.129,0.58,2.03487941676828
0.129,0.59,1.9986221699739934
0.129,0.6,1.9856819734275342
0.129,0.61,1.9628246136695147
0.129,0.62,1.93912001837492
0.129,0.63,1.9290807431727648
0.129,0.64,1.9195831172317266
0.129,0.65,1.88636394299664
0.129,0.66,1.8590426350921392
0.129,0.67,1.846531435662508
0.129,0.68,1.8342238258183003
0.129,0.69,1.8320523000091313
0.129,0.7,1.8284710306227208
0.129,0.71,1.8082575648099184
0.129,0.72,1.814065785625577
0.129,0.73,1.8065899136126042
0.129,0.74,1.8027463209092618
0.129,0.75,1.8024367620140314
0.129,0.76,1.8005194065153598
0.129,0.77,1.7940960419535636
0.129,0.78,1.7809696672850772
0.129,0.79,1.8047939252108336
0.129,0.8,1.8011727795213461
0.129,0.81,1.8088207847863436
0.129,0.82,1.812701341664791
0.129,0.83,1.8211389168024064
0.129,0.84,1.8254415768831969
0.129,0.85,1.82301111433506
0.129,0.86,1.8491854167222976
0.129,0.87,1.8200552181422711
0.129,0.88,1.837646789827943
0.129,0.89,1.8669579639703036
0.129,0.9,1.8793420145899058
0.13,0.55,2.1067785722886665
0.13,0.56,2.079469386613369
0.13,0.57,2.0519517495036124
0.13,0.58,1.9987422911643982
0.13,0.59,1.9797368573486804
0.13,0.6,1.9820837890412177
0.13,0.61,1.9397301341295243
0.13,0.62,1.928369253076573
0.13,0.63,1.9297504392296077
0.13,0.64,1.8952561142623425
0.13,0.65,1.870393394562559
0.13,0.66,1.865691300383019
0.13,0.67,1.8404032046705485
0.13,0.68,1.8371639108508826
0.13,0.69,1.8162703931710142
0.13,0.7,1.8074524930208922
0.13,0.71,1.829652506160736
0.13,0.72,1.8247401421248912
0.13,0.73,1.7974368375182153
0.13,0.74,1.8013827004810115
0.13,0.75,1.7961299058943987
0.13,0.76,1.7992466254591941
0.13,0.77,1.7922490994721652
0.13,0.78,1.785807970097661
0.13,0.79,1.7959813212007285
0.13,0.8,1.8035097866982222
0.13,0.81,1.8201821808367968
0.13,0.82,1.8077305725187063
0.13,0.83,1.819445836430788
0.13,0.84,1.802464149481058
0.13,0.85,1.8252908984035254
