α,p,l
0.2,0.02,11.937314746322759
0.2,0.03,11.909654681603417
0.2,0.04,11.884199424049568
0.2,0.05,11.860778396580292
0.2,0.06,11.83923359766104
0.2,0.07,11.819418745825148
0.2,0.08,11.801198475845947
0.2,0.09,11.784447583905695
0.2,0.1,11.769050319218
0.2,0.11,11.754899719667542
0.2,0.12,11.741896989134455
0.2,0.13,11.729950914271111
0.2,0.14,11.71897731859594
0.2,0.15,11.708898551862923
0.2,0.16,11.699643012755885
0.2,0.17,11.69114470304456
0.2,0.18,11.683342811423898
0.2,0.19,11.676181325339872
0.2,0.2,11.669608669184
0.2,0.21,11.663577367314751
0.2,0.22,11.658043730437528
0.2,0.23,11.652967563945584
0.2,0.24,11.648311896892356
0.2,0.25,11.644042730331421
0.2,0.26,11.640128803823288
0.2,0.27,11.636541378969167
0.2,0.28,11.633254038890179
0.2,0.29,11.630242502626635
0.2,0.3,11.627484453486002
0.2,0.31,11.624959380419902
0.2,0.32,11.622648431560213
0.2,0.33,11.620534279091899
0.2,0.34,11.618600994686002
0.2,0.35,11.616833934759802
0.2,0.36,11.615219634873096
0.2,0.37,11.613745712609571
0.2,0.38,11.612400778330477
0.2,0.39,11.611174353224428
0.2,0.4,11.610056794112001
0.2,0.41,11.609039224497096
0.2,0.42,11.608113471388803
0.2,0.43,11.607272007447662
0.2,0.44,11.606507898038988
0.2,0.45,11.605814752803331
0.2,0.46,11.605186681380006
0.2,0.47,11.604618252944388
0.2,0.48,11.604104459242986
0.2,0.49,11.603640680832504
0.2,0.5,11.60322265625
0.2,0.51,11.602846453861172
0.2,0.52,11.602508446152424
0.2,0.53,11.6022052862501
0.2,0.54,11.601933886466885
0.2,0.55,11.601691398691024
0.2,0.56,11.601475196448826
0.2,0.57,11.60128285848459
0.2,0.58,11.601112153715222
0.2,0.59,11.600961027428834
0.2,0.6,11.600827588608
0.2,0.61,11.600710098268946
0.2,0.62,11.600606958717805
0.2,0.63,11.600516703634236
0.2,0.64,11.600437988901277
0.2,0.65,11.600369584108147
0.2,0.66,11.600310364660073
0.2,0.67,11.60025930443593
0.2,0.68,11.60021546894074
0.2,0.69,11.600178008905736
0.2,0.7,11.600146154294
0.2,0.71,11.600119208674396
0.2,0.72,11.60009654393099
0.2,0.73,11.60007759527901
0.2,0.74,11.600061856562089
0.2,0.75,11.600048875808715
0.2,0.76,11.600038251028822
0.2,0.77,11.600029626233995
0.2,0.78,11.600022687667167
0.2,0.79,11.60001716022975
0.2,0.8,11.600012804096
0.2,0.81,11.600009411506004
0.2,0.82,11.600006803730167
0.2,0.83,11.60000482819924
0.2,0.84,11.600003355795044
0.2,0.85,11.600002278297994
0.2,0.86,11.60000150598819
0.2,0.87,11.600000965397644
0.2,0.88,11.600000597211661
0.2,0.89,11.600000354317906
0.2,0.9,11.600000200002
0.2,0.91,11.600000106288828
0.2,0.92,11.600000052428971
0.2,0.93,11.60000002352984
0.2,0.94,11.600000009331207
0.2,0.95,11.600000003125
0.2,0.96,11.6000000008192
0.2,0.97,11.6000000001458
0.2,0.98,11.6000000000128
0.2,0.99,11.6000000000002
0.2,1.0,11.6
0.21,0.02,11.934180483638897
0.21,0.03,11.905137415683587
0.21,0.04,11.878409395252046
0.21,0.05,11.853817316409307
0.21,0.06,11.831195277544094
0.21,0.07,11.810389683116405
0.21,0.08,11.791258399638245
0.21,0.09,11.77366996310098
0.21,0.1,11.7575028351789
0.21,0.11,11.742644705650918
0.21,0.12,11.728991838591178
0.21,0.13,11.716448459984665
0.21,0.14,11.704926184525739
0.21,0.15,11.69434347945607
0.21,0.16,11.68462516339368
0.21,0.17,11.67570193819679
0.21,0.18,11.667509951995093
0.21,0.19,11.659990391606865
0.21,0.2,11.6530891026432
0.21,0.21,11.646756235680488
0.21,0.22,11.640945916959405
0.21,0.23,11.635615942142863
0.21,0.24,11.630727491736975
0.21,0.25,11.626244866847992
0.21,0.26,11.622135244014451
0.21,0.27,11.618368447917625
0.21,0.28,11.614916740834687
0.21,0.29,11.611754627757966
0.21,0.3,11.6088586761603
0.21,0.31,11.606207349440899
0.21,0.32,11.603780853138225
0.21,0.33,11.601560993046494
0.21,0.34,11.599531044420303
0.21,0.35,11.597675631497792
0.21,0.36,11.595980616616753
0.21,0.37,11.594432998240048
0.21,0.38,11.593020817247
0.21,0.39,11.59173307088565
0.21,0.4,11.590559633817598
0.21,0.41,11.58949118572195
0.21,0.42,11.588519144958244
0.21,0.43,11.587635607820044
0.21,0.44,11.586833292940938
0.21,0.45,11.586105490443497
0.21,0.46,11.585446015449007
0.21,0.47,11.584849165591606
0.21,0.48,11.584309682205136
0.21,0.49,11.58382271487413
0.21,0.5,11.5833837890625
0.21,0.51,11.582988776554231
0.21,0.52,11.582633868460047
0.21,0.53,11.582315550562607
0.21,0.54,11.582030580790228
0.21,0.55,11.581775968625575
0.21,0.56,11.581548956271266
0.21,0.57,11.581347001408819
0.21,0.58,11.581167761400984
0.21,0.59,11.581009078800276
0.21,0.6,11.5808689680384
0.21,0.61,11.580745603182393
0.21,0.62,11.580637306653694
0.21,0.63,11.580542538815948
0.21,0.64,11.58045988834634
0.21,0.65,11.580388063313555
0.21,0.66,11.580325882893076
0.21,0.67,11.580272269657726
0.21,0.68,11.580226242387777
0.21,0.69,11.580186909351024
0.21,0.7,11.5801534620087
0.21,0.71,11.580125169108115
0.21,0.72,11.580101371127538
0.21,0.73,11.580081475042961
0.21,0.74,11.580064949390195
0.21,0.75,11.580051319599152
0.21,0.76,11.580040163580264
0.21,0.77,11.580031107545695
0.21,0.78,11.580023822050524
0.21,0.79,11.580018018241237
0.21,0.8,11.5800134443008
0.21,0.81,11.580009882081306
0.21,0.82,11.580007143916678
0.21,0.83,11.5800050696092
0.21,0.84,11.580003523584796
0.21,0.85,11.580002392212895
0.21,0.86,11.5800015812876
0.21,0.87,11.580001013667525
0.21,0.88,11.580000627072243
0.21,0.89,11.580000372033801
0.21,0.9,11.580000210002101
0.21,0.91,11.580000111603269
0.21,0.92,11.58000005505042
0.21,0.93,11.580000024706331
0.21,0.94,11.580000009797768
0.21,0.95,11.580000003281251
0.21,0.96,11.58000000086016
0.21,0.97,11.58000000015309
0.21,0.98,11.58000000001344
0.21,0.99,11.58000000000021
0.21,1.0,11.58
