α,p,l
0.093,0.08,37.44647524191276
0.093,0.09,37.444914234949394
0.093,0.1,37.44309473670682
0.093,0.11,37.44124290771021
0.093,0.12,37.43947456940754
0.093,0.13,37.43783618184251
0.093,0.14,37.43633531543383
0.093,0.15,37.434960341828514
0.093,0.16,37.433692018254696
0.093,0.17,37.43250974515097
0.093,0.18,37.43139459558099
0.093,0.19,37.43033051020999
0.093,0.2,37.42930451966376
0.093,0.21,37.428306500244474
0.093,0.22,37.427328745742784
0.093,0.23,37.42636550399192
0.093,0.24,37.425412549254624
0.093,0.25,37.424466818518916
0.093,0.26,37.42352611723659
0.093,0.27,37.42258888925892
0.093,0.28,37.42165404144769
0.093,0.29,37.4207208125723
0.093,0.3,37.41978867686623
0.093,0.31,37.41885727403158
0.093,0.32,37.41792635903152
0.093,0.33,37.41699576645196
0.093,0.34,37.41606538544563
0.093,0.35,37.41513514227249
0.093,0.36,37.41420498823577
0.093,0.37,37.41327489141338
0.093,0.38,37.412344831035504
0.093,0.39,37.41141479369081
0.093,0.4,37.41048477078649
0.093,0.41,37.40955475686059
0.093,0.42,37.40862474846957
0.093,0.43,37.40769474346057
0.093,0.44,37.406764740499284
0.093,0.45,37.405834738766124
0.093,0.46,37.40490473776231
0.093,0.47,37.40397473718724
0.093,0.48,37.4030447368615
0.093,0.49,37.402114736679195
0.093,0.5,37.40118473657841
0.093,0.51,37.400254736523415
0.093,0.52,37.39932473649381
0.093,0.53,37.39839473647812
0.093,0.54,37.39746473646991
0.093,0.55,37.39653473646569
0.093,0.56,37.39560473646356
0.093,0.57,37.3946747364625
0.093,0.58,37.39374473646198
0.093,0.59,37.39281473646174
0.093,0.6,37.39188473646162
0.093,0.61,37.390954736461566
0.093,0.62,37.39002473646154
0.093,0.63,37.38909473646154
0.093,0.64,37.38816473646153
0.093,0.65,37.38723473646152
0.093,0.66,37.386304736461526
0.093,0.67,37.385374736461536
0.093,0.68,37.384444736461525
0.093,0.69,37.38351473646153
0.093,0.7,37.382584736461524
0.093,0.71,37.38165473646153
0.093,0.72,37.380724736461524
0.093,0.73,37.37979473646153
0.093,0.74,37.37886473646152
0.093,0.75,37.377934736461526
0.093,0.76,37.37700473646152
0.093,0.77,37.376074736461526
0.093,0.78,37.37514473646152
0.093,0.79,37.374214736461525
0.093,0.8,37.37328473646153
0.093,0.81,37.372354736461524
0.093,0.82,37.37142473646153
0.093,0.83,37.370494736461524
0.093,0.84,37.36956473646153
