α,p,l
0.023,0.94,1.7491176389972523
0.023,0.95,1.7472535956831217
0.023,0.96,1.7451702092321468
0.023,0.97,1.7429118041480196
0.023,0.98,1.7405238861084198
0.023,0.99,1.7380517388005023
0.023,1.0,1.7355391482990192
0.024,0.77,1.7237236410578474
0.024,0.78,1.7255309054555665
0.024,0.79,1.7271855717568614
0.024,0.8,1.7286362685373595
0.024,0.81,1.729834155676826
0.024,0.82,1.7307353864893
0.024,0.83,1.7313032664037602
0.024,0.84,1.7315099939219694
0.024,0.85,1.7313379024605202
0.024,0.86,1.7307801580649347
0.024,0.87,1.7298409048492926
0.024,0.88,1.7285348845537705
0.024,0.89,1.7268865864540883
0.024,0.9,1.7249290072407537
0.024,0.91,1.7227021163536236
0.024,0.92,1.720251130265141
0.024,0.93,1.7176246996695226
0.024,0.94,1.7148731073191925
0.024,0.95,1.712046562620607
0.024,0.96,1.709193663566195
0.024,0.97,1.706360078725601
0.024,0.98,1.7035874833751552
0.024,0.99,1.700912765762495
0.024,1.0,1.6983675030828422
0.025,0.66,1.6937568117864223
0.025,0.67,1.694450896387783
0.025,0.68,1.6952587792428924
0.025,0.69,1.6961950687657903
0.025,0.7,1.697260348815826
0.025,0.71,1.698440866581569
0.025,0.72,1.69970916069295
0.025,0.73,1.7010255696220196
0.025,0.74,1.7023405025185412
0.025,0.75,1.7035973061521617
0.025,0.76,1.7047355261961457
0.025,0.77,1.705694341275539
0.025,0.78,1.7064159452551393
0.025,0.79,1.7068486668875864
0.025,0.8,1.7069496444238028
0.025,0.81,1.7066869130813735
0.025,0.82,1.7060408114343404
0.025,0.83,1.7050046644287424
0.025,0.84,1.7035847514474234
0.025,0.85,1.7017996136894709
0.025,0.86,1.6996787929247397
0.025,0.87,1.6972611212749382
0.025,0.88,1.6945926980102946
0.025,0.89,1.6917246944614923
0.025,0.9,1.6887111229961889
0.025,0.91,1.6856066922897235
0.025,0.92,1.6824648509938
0.025,0.93,1.6793360977473266
0.025,0.94,1.676266609620661
0.025,0.95,1.6732972156479535
0.025,0.96,1.6704627188179806
0.025,0.97,1.667791550040513
0.025,0.98,1.6653057219779444
0.025,0.99,1.6630210395642808
0.025,1.0,1.660947517457255
0.026,0.58,1.6784957478038256
0.026,0.59,1.6781762939324163
0.026,0.6,1.6777113884564372
0.026,0.61,1.6771749772686304
0.026,0.62,1.6766413386882737
0.026,0.63,1.676179784223092
0.026,0.64,1.6758498412106382
0.026,0.65,1.6756972276169406
0.026,0.66,1.6757508574633964
0.026,0.67,1.676021037006319
0.026,0.68,1.676498929258245
0.026,0.69,1.6771572805253385
0.026,0.7,1.6779523210729737
0.026,0.71,1.67882667744047
0.026,0.72,1.6797130713560915
0.026,0.73,1.6805385344250825
0.026,0.74,1.6812288424967476
0.026,0.75,1.6817128708830342
0.026,0.76,1.681926591329328
0.026,0.77,1.6818164715916195
0.026,0.78,1.6813420944987165
0.026,0.79,1.6804778799133573
0.026,0.8,1.6792138637620777
0.026,0.81,1.6775555569930296
0.026,0.82,1.6755229683341728
0.026,0.83,1.6731489236664279
0.026,0.84,1.670476848855187
0.026,0.85,1.6675582008328644
0.026,0.86,1.664449734023661
0.026,0.87,1.6612107776264415
0.026,0.88,1.6579006765897009
0.026,0.89,1.6545765186697736
0.026,0.9,1.6512912352770268
0.026,0.91,1.6480921282142753
0.026,0.92,1.645019840761197
0.026,0.93,1.6421077620738385
0.026,0.94,1.6393818300332128
0.026,0.95,1.6368606802456596
