α,p,l
0.2,0.2,16.35611223597966
0.2,0.21,16.34319146662304
0.2,0.22,16.33081332900499
0.2,0.23,16.318915682339597
0.2,0.24,16.307444974729552
0.2,0.25,16.296355069045095
0.2,0.26,16.285606225933627
0.2,0.27,16.27516422353949
0.2,0.28,16.264999596057145
0.2,0.29,16.25508697548538
0.2,0.3,16.24540452292772
0.2,0.31,16.2359334375247
0.2,0.32,16.226657532633407
0.2,0.33,16.217562870212838
0.2,0.34,16.208637445551027
0.2,0.35,16.199870915501133
0.2,0.36,16.19125436429555
0.2,0.37,16.18278010179494
0.2,0.38,16.174441489716585
0.2,0.39,16.166232791985273
0.2,0.4,16.158149045871653
0.2,0.41,16.1501859510361
0.2,0.42,16.142339773990006
0.2,0.43,16.134607265827885
0.2,0.44,16.126985591379714
0.2,0.45,16.11947226818922
0.2,0.46,16.112065113945324
0.2,0.47,16.10476220118568
0.2,0.48,16.097561818256274
0.2,0.49,16.09046243565404
0.2,0.5,16.083462677001954
0.2,0.51,16.07656129401234
0.2,0.52,16.06975714488499
0.2,0.53,16.063049175665142
0.2,0.54,16.056436404153924
0.2,0.55,16.04991790602149
0.2,0.56,16.04349280282304
0.2,0.57,16.03716025166053
0.2,0.58,16.030919436269453
0.2,0.59,16.024769559341554
0.2,0.6,16.018709835921175
0.2,0.61,16.01273948773616
0.2,0.62,16.006857738343736
0.2,0.63,16.001063808988924
0.2,0.64,15.995356915087333
0.2,0.65,15.989736263256566
0.2,0.66,15.984201048831004
0.2,0.67,15.978750453803666
0.2,0.68,15.9733836451465
0.2,0.69,15.968099773466925
0.2,0.7,15.962897971963942
0.2,0.71,15.957777355651766
0.2,0.72,15.952737020822827
0.2,0.73,15.947776044725348
0.2,0.74,15.942893485433355
0.2,0.75,15.938088381889393
0.2,0.76,15.93335975410202
0.2,0.77,15.928706603481816
0.2,0.78,15.92412791330089
0.2,0.79,15.919622649261951
0.2,0.8,15.915189760163894
0.2,0.81,15.910828178651403
0.2,0.82,15.906536822036918
0.2,0.83,15.902314593183357
0.2,0.84,15.89816038143672
0.2,0.85,15.894073063597645
0.2,0.86,15.890051504921395
0.2,0.87,15.88609456013584
0.2,0.88,15.88220107446703
0.2,0.89,15.878369884662211
0.2,0.9,15.874599820000018
0.2,0.91,15.870889703277742
0.2,0.92,15.867238351765506
0.2,0.93,15.863644578117285
0.2,0.94,15.860107191228673
0.2,0.95,15.85662499703125
0.2,0.96,15.85319679921357
0.2,0.97,15.849821399858573
0.2,0.98,15.846497599987455
0.2,0.99,15.843224199999803
0.2,1.0,15.84
0.21,0.19,16.33820591736622
0.21,0.2,16.32400184777864
0.21,0.21,16.31044364995419
0.21,0.22,16.297455635455236
0.21,0.23,16.28497255645658
0.21,0.24,16.27293818346603
0.21,0.25,16.26130407249735
0.21,0.26,16.250028497230307
0.21,0.27,16.239075524716466
0.21,0.28,16.228414215860003
0.21,0.29,16.218017934259645
0.21,0.3,16.207863749074107
0.21,0.31,16.197931919400936
0.21,0.32,16.18820544926508
0.21,0.33,16.17866970372348
0.21,0.34,16.16931207782858
0.21,0.35,16.16012171127619
0.21,0.36,16.151089242510324
0.21,0.37,16.142206596884687
0.21,0.38,16.133466804202413
0.21,0.39,16.12486384158454
0.21,0.4,16.116392498165236
0.21,0.41,16.108048258587907
0.21,0.42,16.099827202689507
0.21,0.43,16.09172591911928
0.21,0.44,16.0837414309487
0.21,0.45,16.07587113159868
0.21,0.46,16.068112729642593
0.21,0.47,16.06046420124496
0.21,0.48,16.05292374916909
0.21,0.49,16.04548976743674
0.21,0.5,16.038160810852048
0.21,0.51,16.03093556871296
0.21,0.52,16.023812842129235
0.21,0.53,16.0167915244484
0.21,0.54,16.009870584361625
0.21,0.55,16.003049051322563
0.21,0.56,15.996326002964189
0.21,0.57,15.989700554243557
0.21,0.58,15.98317184808293
0.21,0.59,15.97673904730863
0.21,0.6,15.970401327717234
0.21,0.61,15.96415787212297
0.21,0.62,15.958007865260925
0.21,0.63,15.951950489438374
0.21,0.64,15.9459849208417
0.21,0.65,15.940110326419397
0.21,0.66,15.934325861272555
0.21,0.67,15.928630666493849
0.21,0.68,15.923023867403824
0.21,0.69,15.91750457214027
0.21,0.7,15.912071870562139
0.21,0.71,15.906724833434355
0.21,0.72,15.90146251186397
0.21,0.73,15.896283936961611
0.21,0.74,15.89118811970502
0.21,0.75,15.886174050983863
0.21,0.76,15.88124070180712
0.21,0.77,15.876387023655907
0.21,0.78,15.871611948965933
0.21,0.79,15.86691439172505
0.21,0.8,15.862293248172087
0.21,0.81,15.857747397583974
0.21,0.82,15.853275703138763
0.21,0.83,15.848877012842523
0.21,0.84,15.844550160508557
0.21,0.85,15.840293966777525
0.21,0.86,15.836107240167465
0.21,0.87,15.83198877814263
0.21,0.88,15.82793736819038
0.21,0.89,15.823951788895322
0.21,0.9,15.820030811000022
0.21,0.91,15.81617319844163
0.21,0.92,15.81237770935378
0.21,0.93,15.80864309702315
0.21,0.94,15.804968110790107
0.21,0.95,15.801351496882813
0.21,0.96,15.797791999174247
0.21,0.97,15.794288359851503
0.21,0.98,15.790839319986828
0.21,0.99,15.787443619999792
0.21,1.0,15.7841
0.22,0.16,16.356444289569893
0.22,0.17,16.338928710437767
0.22,0.18,16.32241222297227
0.22,0.19,16.30677133343128
0.22,0.2,16.29189945957762
0.22,0.21,16.277704653285344
0.22,0.22,16.264107621905485
0.22,0.23,16.251040010573554
0.22,0.24,16.23844291220251
0.22,0.25,16.226265575949604
0.22,0.26,16.21446428852699
0.22,0.27,16.20300140589344
0.22,0.28,16.191844515662858
0.22,0.29,16.180965713033917
0.22,0.3,16.170340975220494
0.22,0.31,16.15994962127717
0.22,0.32,16.14977384589675
0.22,0.33,16.139798317234124
0.22,0.34,16.13000983010613
0.22,0.35,16.120397007051245
0.22,0.36,16.110950040725104
0.22,0.37,16.101660471974434
0.22,0.38,16.092520998688247
0.22,0.39,16.083525311183802
0.22,0.4,16.074667950458817
0.22,0.41,16.06594418613971
0.22,0.42,16.057349911389007
0.22,0.43,16.048881552410673
0.22,0.44,16.040535990517686
0.22,0.45,16.032310495008144
0.22,0.46,16.024202665339857
0.22,0.47,16.016210381304244
0.22,0.48,16.0083317600819
0.22,0.49,16.000565119219445
0.22,0.5,15.99290894470215
0.22,0.51,15.985361863413578
0.22,0.52,15.977922619373489
0.22,0.53,15.970590053231657
0.22,0.54,15.963363084569318
0.22,0.55,15.95624069662364
0.22,0.56,15.949221923105341
0.22,0.57,15.942305836826584
0.22,0.58,15.9354915398964
0.22,0.59,15.928778155275708
0.22,0.6,15.922164819513293
