α,p,l
0.23,0.32,358.8227401095401
0.23,0.33,358.8195620681892
0.23,0.34,358.81665496260035
0.23,0.35,358.8139902712197
0.23,0.36,358.8115435058014
0.23,0.37,358.8092935341132
0.23,0.38,358.80722202349335
0.23,0.39,358.8053129829608
0.23,0.4,358.80355238586696
0.23,0.41,358.8019278584963
0.23,0.42,358.8004284227525
0.23,0.43,358.79904428326654
0.23,0.44,358.7977666510345
0.23,0.45,358.7965875971279
0.23,0.46,358.7954999311837
0.23,0.47,358.7944971003318
0.23,0.48,358.79357310498744
0.23,0.49,358.7927224285736
0.23,0.5,358.79193997875166
0.23,0.51,358.79122103816763
0.23,0.52,358.79056122306804
0.23,0.53,358.7899564484276
0.23,0.54,358.78940289846827
0.23,0.55,358.7888970016435
0.23,0.56,358.78843540932155
0.23,0.57,358.78801497753716
0.23,0.58,358.7876327512876
0.23,0.59,358.7872859509429
0.23,0.6,358.786971960411
0.23,0.61,358.7866883167652
0.23,0.62,358.7864327010882
0.23,0.63,358.7862029303311
0.23,0.64,358.78599695002197
0.23,0.65,358.78581282768357
0.23,0.66,358.7856487468478
0.23,0.67,358.78550300157053
0.23,0.68,358.78537399136883
0.23,0.69,358.78526021651453
0.23,0.7,358.7851602736295
0.23,0.71,358.7850728515374
0.23,0.72,358.7849967273322
0.23,0.73,358.7849307626333
0.23,0.74,358.7848738999972
0.23,0.75,358.7848251594652
0.23,0.76,358.7847836352255
0.23,0.77,358.78474849237364
0.23,0.78,358.7847189637565
0.23,0.79,358.7846943468876
0.23,0.8,358.7846740009219
0.23,0.81,358.78465734368285
0.23,0.82,358.7846438487304
0.23,0.83,358.7846330424659
0.23,0.84,358.78462450126574
0.23,0.85,358.78461784863975
0.23,0.86,358.7846127524088
0.23,0.87,358.7846089218983
0.23,0.88,358.78460610514435
0.23,0.89,358.78460408610897
0.23,0.9,358.7846026819035
0.23,0.91,358.7846017400171
0.23,0.92,358.78460113554905
0.23,0.93,358.78460076844436
0.23,0.94,358.7846005607309
0.23,0.95,358.7846004537578
0.23,0.96,358.7846004054348
0.23,0.97,358.7846003874718
0.23,0.98,358.7846003826188
0.23,0.99,358.78460038190576
0.23,1.0,358.7846003818828
0.24,0.01,363.64123994735326
0.24,0.02,360.8171195199511
0.24,0.03,359.8176507913717
0.24,0.04,359.2568713737855
0.24,0.05,358.8886018342519
0.24,0.06,358.62868657953135
0.24,0.07,358.43721432975485
0.24,0.08,358.2919385430479
0.24,0.09,358.1792466438793
0.24,0.1,358.09028571857294
0.24,0.11,358.0190416421872
0.24,0.12,357.96128996708654
0.24,0.13,357.9139827096135
0.24,0.14,357.8748715005415
0.24,0.15,357.8422667415921
0.24,0.16,357.81487864756053
0.24,0.17,357.7917094103634
0.24,0.18,357.77197826332514
0.24,0.19,357.75506828482946
0.24,0.2,357.74048790812117
0.24,0.21,357.7278425932734
0.24,0.22,357.7168136589987
0.24,0.23,357.7071422494753
0.24,0.24,357.69861704443446
0.24,0.25,357.6910647388415
0.24,0.26,357.68434259965454
0.24,0.27,357.6783325994637
0.24,0.28,357.6729367604877
0.24,0.29,357.66807343674736
0.24,0.3,357.6636743297878
0.24,0.31,357.6596820823608
0.24,0.32,357.6560483305411
0.24,0.33,357.6527321216049
0.24,0.34,357.64969862521684
0.24,0.35,357.64691808086485
0.24,0.36,357.64436493630706
0.24,0.37,357.6420171409711
0.24,0.38,357.63985556540956
0.24,0.39,357.63786352356124
0.24,0.4,357.63602637903597
0.24,0.41,357.63433122020035
0.24,0.42,357.6327665916926
0.24,0.43,357.63132227228425
0.24,0.44,357.62998909085695
0.24,0.45,357.6287587737554
0.24,0.46,357.62762381799814
0.24,0.47,357.6265773858107
0.24,0.48,357.62561321675906
0.24,0.49,357.62472555441593
0.24,0.5,357.62390908503755
0.24,0.51,357.62315888616786
0.24,0.52,357.6224703834555
0.24,0.53,357.62183931426557
0.24,0.54,357.6212616969168
0.24,0.55,357.620733804578
0.24,0.56,357.6202521430247
0.24,0.57,357.61981343159744
0.24,0.58,357.6194145868153
0.24,0.59,357.6190527081948
0.24,0.6,357.6187250659006
0.24,0.61,357.6184290899224
0.24,0.62,357.6181623605203
0.24,0.63,357.6179225997303
0.24,0.64,357.6177076637555
0.24,0.65,357.6175155360981
0.24,0.66,357.6173443213129
0.24,0.67,357.61719223928446
0.24,0.68,357.6170576199436
0.24,0.69,357.61693889835647
0.24,0.7,357.61683461012865
0.24,0.71,357.6167433870759
0.24,0.72,357.6166639531227
0.24,0.73,357.6165951203934
0.24,0.74,357.6165357854688
0.24,0.75,357.6164849257833
0.24,0.76,357.61644159614184
0.24,0.77,357.61640492533985
0.24,0.78,357.61637411286983
0.24,0.79,357.6163484257022
0.24,0.8,357.6163271951294
0.24,0.81,357.61630981366255
0.24,0.82,357.6162957319731
0.24,0.83,357.6162844558709
0.24,0.84,357.61627554331426
0.24,0.85,357.6162686014436
0.24,0.86,357.61626328363747
0.24,0.87,357.61625928658304
0.24,0.88,357.6162563473615
0.24,0.89,357.61625424054193
0.24,0.9,357.61625277528407
0.24,0.91,357.61625179244606
0.24,0.92,357.6162511616968
0.24,0.93,357.6162507786311
0.24,0.94,357.61625056188666
0.24,0.95,357.6162504502625
0.24,0.96,357.61625039983846
0.24,0.97,357.61625038109446
0.24,0.98,357.6162503760305
0.24,0.99,357.6162503752865
0.24,1.0,357.6162503752625
0.25,0.01,362.71347724623524
0.25,0.02,359.78160748132143
0.25,0.03,358.7429179552074
0.25,0.04,358.1600539358718
0.25,0.05,357.7772977369228
0.25,0.06,357.5071478427484
0.25,0.07,357.30810901749624
0.25,0.08,357.15706208594827
0.25,0.09,357.0398665987834
0.25,0.1,356.94732887150724
0.25,0.11,356.87320389708
0.25,0.12,356.8131048258944
0.25,0.13,356.7638659877874
0.25,0.14,356.72315165716566
0.25,0.15,356.6892061129462
0.25,0.16,356.6606887120755
0.25,0.17,356.63656201070546
0.25,0.18,356.616014013127
0.25,0.19,356.59840296695575
0.25,0.2,356.58321740965283
0.25,0.21,356.5700467547821
0.25,0.22,356.558559305456
0.25,0.23,356.54848559587793
0.25,0.24,356.53960561807065
0.25,0.25,356.53173892415634
0.25,0.26,356.5247368859193
0.25,0.27,356.51847659269123
0.25,0.28,356.51285600716574
0.25,0.29,356.5077900965587
0.25,0.3,356.50320772659313
0.25,0.31,356.49904915665826
0.25,0.32,356.4952640119267
0.25,0.33,356.49180963608217
0.25,0.34,356.4886497493196
0.25,0.35,356.4857533522609
0.25,0.36,356.48309382872753
0.25,0.37,356.4806482098445
0.25,0.38,356.47839656940255
0.25,0.39,356.4763215262757
0.25,0.4,356.4744078343414
0.25,0.41,356.47264204405417
0.25,0.42,356.4710122227903
0.25,0.43,356.4695077234643
0.25,0.44,356.4681189928443
0.25,0.45,356.4668374125494
0.25,0.46,356.4656551669799
0.25,0.47,356.46456513345754
0.25,0.48,356.46356079069875
0.25,0.49,356.46263614242656
0.25,0.5,356.46178565349175
0.25,0.51,356.4610041963364
0.25,0.52,356.4602870060113
0.25,0.53,356.4596296422719
0.25,0.54,356.45902795753375
0.25,0.55,356.45847806968084
0.25,0.56,356.4579763388962
0.25,0.57,356.4575193478261
0.25,0.58,356.45710388451147
0.25,0.59,356.456726927615
0.25,0.6,356.4563856335586
0.25,0.61,356.456077325248
0.25,0.62,356.45579948212077
0.25,0.63,356.4555497312979
0.25,0.64,356.45532583965746
0.25,0.65,356.455125706681
0.25,0.66,356.4549473579464
0.25,0.67,356.45478893916686
0.25,0.68,356.4546487106867
0.25,0.69,356.4545250423668
0.25,0.7,356.45441640879613
0.25,0.71,356.45432138478293
0.25,0.72,356.45423864108164
0.25,0.73,356.45416694032195
0.25,0.74,356.4541051331088
0.25,0.75,356.4540521542697
0.25,0.76,356.4540070192266
0.25,0.77,356.45396882047453
0.25,0.78,356.45393672415156
0.25,0.79,356.4539099666853
0.25,0.8,356.4538878515052
0.25,0.81,356.4538697458106
0.25,0.82,356.45385507738405
0.25,0.83,356.4538433314443
0.25,0.84,356.45383404753113
0.25,0.85,356.4538268164159
0.25,0.86,356.4538212770345
0.25,0.87,356.4538171134361
0.25,0.88,356.45381405174703
0.25,0.89,356.45381185714336
0.25,0.9,356.4538103308331
0.25,0.91,356.45380930704346
0.25,0.92,356.453808650013
0.25,0.93,356.4538082509862
0.25,0.94,356.4538080252107
0.25,0.95,356.4538079089356
0.25,0.96,356.45380785641055
0.25,0.97,356.4538078368855
0.25,0.98,356.45380783161056
0.25,0.99,356.45380783083556
0.25,1.0,356.45380783081055
0.26,0.01,361.79024225706064
0.26,0.02,358.7515111087981
0.26,0.03,357.67380491554604
0.26,0.04,357.0689598330823
0.26,0.05,356.67178570695563
0.26,0.06,356.3914487954973
0.26,0.07,356.1848763103691
0.26,0.08,356.0280807950836
0.26,0.09,355.9063970725525
0.26,0.1,355.81029293556696
0.26,0.11,355.7332940715094
0.26,0.12,355.670852318136
0.26,0.13,355.6196850638024
0.26,0.14,355.5773697326038
0.26,0.15,355.54208482282263
0.26,0.16,355.5124390642124
0.26,0.17,355.4873555323263
0.26,0.18,355.46599110665454
0.26,0.19,355.4476792739886
0.26,0.2,355.43188872289915
0.26,0.21,355.4181928518531
0.26,0.22,355.4062469693858
0.26,0.23,355.39577101378063
0.26,0.24,355.38653629873556
0.26,0.25,355.3783552397863
0.26,0.26,355.3710733177056
0.26,0.27,355.3645627413314
0.26,0.28,355.35871741566234
0.26,0.29,355.35344892231853
0.26,0.3,355.3486832919961
0.26,0.31,355.3443584012442
0.26,0.32,355.3404218646738
0.26,0.33,355.3368293225983
0.26,0.34,355.3335430458859
0.26,0.35,355.330530796385
0.26,0.36,355.3277648940398
0.26,0.37,355.3252214517105
0.26,0.38,355.32287974644964
0.26,0.39,355.32072170208147
0.26,0.4,355.3187314627604
0.26,0.41,355.31689504103497
0.26,0.42,355.31520002702285
0.26,0.43,355.31363534778376
0.26,0.44,355.3121910679737
0.26,0.45,355.310858224487
0.26,0.46,355.30962868910603
0.26,0.47,355.3084950542492
0.26,0.48,355.30745053778367
0.26,0.49,355.3064889035826
0.26,0.5,355.3056043950914
0.26,0.51,355.3047916796504
0.26,0.52,355.3040458017126
0.26,0.53,355.3033621434239
0.26,0.54,355.30273639129626
0.26,0.55,355.3021645079292
0.26,0.56,355.30164270791323
0.26,0.57,355.30116743720043
0.26,0.58,355.30073535535314
0.26,0.59,355.30034332018084
0.26,0.6,355.2999883743622
0.26,0.61,355.29966773371916
0.26,0.62,355.2993787768669
0.26,0.63,355.299119036011
0.26,0.64,355.29888618870496
0.26,0.65,355.2986780504094
0.26,0.66,355.2984925677255
0.26,0.67,355.29832781219477
0.26,0.68,355.2981819745754
0.26,0.69,355.2980533595227
0.26,0.7,355.2979403806092
0.26,0.71,355.29784155563544
0.26,0.72,355.2977555021862
0.26,0.73,355.297680933396
0.26,0.74,355.29761665389435
0.26,0.75,355.29756155590167
0.26,0.76,355.2975146154568
0.26,0.77,355.2974748887547
0.26,0.78,355.2974415085788
0.26,0.79,355.29741368081386
0.26,0.8,355.2973906810267
0.26,0.81,355.29737185110423
0.26,0.82,355.29735659594064
0.26,0.83,355.2973443801633
0.26,0.84,355.2973347248936
0.26,0.85,355.29732720453376
0.26,0.86,355.29732144357706
0.26,0.87,355.2973171134348
0.26,0.88,355.2973139292782
0.26,0.89,355.2973116468903
0.26,0.9,355.2973100595276
0.26,0.91,355.2973089947864
0.26,0.92,355.29730831147475
0.26,0.93,355.2973078964868
0.26,0.94,355.2973076616803
0.26,0.95,355.2973075407542
0.26,0.96,355.29730748612815
0.26,0.97,355.2973074658222
0.26,0.98,355.2973074603362
0.26,0.99,355.2973074595302
0.26,1.0,355.29730745950417
0.27,0.01,360.87156344757483
0.27,0.02,357.7268559529645
0.27,0.03,356.6103373696219
0.27,0.04,355.9836148044894
0.27,0.05,355.57209148876206
0.27,0.06,355.2816151827442
0.27,0.07,355.0675419533917
0.27,0.08,354.9050204154769
0.27,0.09,354.77886381020954
0.27,0.1,354.6792036557753
0.27,0.11,354.5993379104989
0.27,0.12,354.53455818883435
0.27,0.13,354.4814656826819
0.27,0.14,354.4375514718794
0.27,0.15,354.40092861624464
0.27,0.16,354.3701554489945
0.27,0.17,354.3441157202492
0.27,0.18,354.321935288931
0.27,0.19,354.30292295095137
0.27,0.2,354.2865275928835
0.27,0.21,354.2723066295098
0.27,0.22,354.2599023958113
0.27,0.23,354.2490242482064
0.27,0.24,354.2394348314525
0.27,0.25,354.2309394307544
0.27,0.26,354.2233776400369
0.27,0.27,354.21661679040733
0.27,0.28,354.2105467310007
0.27,0.29,354.20507565905007
0.27,0.3,354.2001267710201
0.27,0.31,354.19563556114207
0.27,0.32,354.1915476338059
0.27,0.33,354.18781692617637
0.27,0.34,354.18440425993896
0.27,0.35,354.1812761582605
0.27,0.36,354.1784038772673
0.27,0.37,354.1757626115923
0.27,0.38,354.173330841574
0.27,0.39,354.17108979600175
0.27,0.4,354.1690230093163
0.27,0.41,354.16711595616584
0.27,0.42,354.1653557494135
0.27,0.43,354.16373089026587
0.27,0.44,354.16223106126847
0.27,0.45,354.16084695459153
0.27,0.46,354.15957012940004
0.27,0.47,354.1583928932092
0.27,0.48,354.1573082030372
0.27,0.49,354.15630958290734
0.27,0.5,354.15539105485993
0.27,0.51,354.1545470811333
0.27,0.52,354.15377251558283
0.27,0.53,354.1530625627447
0.27,0.54,354.1524127432276
0.27,0.55,354.1518188643466
0.27,0.56,354.1512769950992
0.27,0.57,354.15078344474364
0.27,0.58,354.1503347443637
0.27,0.59,354.1499276309156
0.27,0.6,354.14955903333464
0.27,0.61,354.14922606035924
0.27,0.62,354.1489259897818
0.27,0.63,354.1486562588931
0.27,0.64,354.1484144559214
0.27,0.65,354.1481983123068
0.27,0.66,354.14800569567353
0.27,0.67,354.1478346033915
0.27,0.68,354.14768315663304
0.27,0.69,354.14754959484753
0.27,0.7,354.1474322705912
0.27,0.71,354.1473296446569
0.27,0.72,354.1472402814595
0.27,0.73,354.14716284463907
0.27,0.74,354.14709609284887
0.27,0.75,354.1470388757026
0.27,0.76,354.146990129856
0.27,0.77,354.14694887520386
0.27,0.78,354.14691421117504
0.27,0.79,354.14688531311145
0.27,0.8,354.14686142871705
0.27,0.81,354.14684187456686
0.27,0.82,354.1468260326662
0.27,0.83,354.14681334705125
0.27,0.84,354.14680332042497
0.27,0.85,354.14679551082054
0.27,0.86,354.1467895282886
0.27,0.87,354.1467850316024
0.27,0.88,354.14678172497815
0.27,0.89,354.1467793548062
0.27,0.9,354.14677770639105
0.27,0.91,354.14677660069833
0.27,0.92,354.14677589110545
0.27,0.93,354.14677546015645
0.27,0.94,354.14677521631893
0.27,0.95,354.1467750907418
0.27,0.96,354.1467750340148
0.27,0.97,354.1467750129277
0.27,0.98,354.14677500723076
0.27,0.99,354.1467750063938
0.27,1.0,354.14677500636674
0.28,0.01,359.95746218253646
0.28,0.02,356.7076594261696
0.28,0.03,355.55253278792816
0.28,0.04,354.9040363547144
0.28,0.05,354.47823259162914
0.28,0.06,354.17766451427235
0.28,0.07,353.9561234563947
0.28,0.08,353.78789845696264
0.28,0.09,353.6572843215898
0.28,0.1,353.55407854196744
0.28,0.11,353.4713529238834
0.28,0.12,353.40423994782464
0.28,0.13,353.34922535426074
0.28,0.14,353.3037143848273
0.28,0.15,353.2657550030472
0.28,0.16,353.2338553762569
0.28,0.17,353.20686008430914
0.28,0.18,353.18386406979147
0.28,0.19,353.164151507679
0.28,0.2,353.14715152944086
0.28,0.21,353.13240559758725
0.28,0.22,353.11954309456775
0.28,0.23,353.1082628089904
0.28,0.24,353.0983187260565
0.28,0.25,353.0895090068959
0.28,0.26,353.08166736274814
0.28,0.27,353.0746562497543
0.28,0.28,353.068361463016
0.28,0.29,353.06268781658815
0.28,0.3,353.05755567350025
0.28,0.31,353.0528981461867
0.28,0.32,353.04865882915794
0.28,0.33,353.0447899566516
0.28,0.34,353.0412509013137
0.28,0.35,353.03800694772247
0.28,0.36,353.0350282882449
0.28,0.37,353.03228919932496
0.28,0.38,353.0297673646106
0.28,0.39,353.0274433178714
0.28,0.4,353.02529998384404
0.28,0.41,353.023322299282
0.28,0.42,353.0214968997971
0.28,0.43,353.0198118607457
0.28,0.44,353.01825648256363
0.28,0.45,353.016821112698
0.28,0.46,353.0154969976968
0.28,0.47,353.01427616017247
0.28,0.48,353.01315129629415
0.28,0.49,353.0121156902357
0.28,0.5,353.01116314263214
0.28,0.51,353.01028791062004
0.28,0.52,353.0094846574569
0.28,0.53,353.0087484100693
0.28,0.54,353.00807452316286
0.28,0.55,353.00745864876774
0.28,0.56,353.00689671028897
0.28,0.57,353.0063848802906
0.28,0.58,353.00591956137816
0.28,0.59,353.0054973696541
0.28,0.6,353.00511512031096
0.28,0.61,353.0047698150031
0.28,0.62,353.0044586307006
0.28,0.63,353.00417890977894
0.28,0.64,353.00392815114174
0.28,0.65,353.003704002208
0.28,0.66,353.0035042516254
0.28,0.67,353.00332682259216
0.28,0.68,353.00316976669444
0.28,0.69,353.0030312581762
0.28,0.7,353.002909588577
0.28,0.71,353.0028031616822
0.28,0.72,353.0027104887368
0.28,0.73,353.0026301838859
0.28,0.74,353.0025609598072
0.28,0.75,353.0025016235073
0.28,0.76,353.0024510722591
0.28,0.77,353.0024082896568
0.28,0.78,353.0023723417751
0.28,0.79,353.00234237341283
0.28,0.8,353.00231760441125
0.28,0.81,353.0022973260333
0.28,0.82,353.00228089739545
0.28,0.83,353.002267741943
0.28,0.84,353.0022573439602
