α,p,d
0.036,0.2,73.0739933333333
0.036,0.22,75.04096888888888
0.037,0.18,66.21111333333334
0.037,0.2,66.54800000000002
0.038,0.16,62.97016
0.038,0.18,63.19329999999999
0.039,0.14,68.96521333333332
0.039,0.16,64.66099777777777
0.04,0.14,64.71493111111111
0.041,0.12,75.0032577777778
