α,p,l
0.025,0.85,1.733501801018924
0.025,0.86,1.733567770500838
0.025,0.87,1.7336334315050401
0.025,0.88,1.7336976949190006
0.025,0.89,1.7337595769591265
0.025,0.9,1.733818201540114
0.025,0.91,1.7338728025650454
0.025,0.92,1.7339227260586125
0.025,0.93,1.73396743207514
0.025,0.94,1.7340064963261344
0.025,0.95,1.7340396114879293
0.025,0.96,1.7340665881681439
0.025,0.97,1.73408735552965
0.025,0.98,1.7341019615924635
0.025,0.99,1.734110573257333
0.025,1.0,1.7341134761198818
0.026,0.58,1.688301876551588
0.026,0.59,1.6875215573345632
0.026,0.6,1.6868240581503708
0.026,0.61,1.6862059766350783
0.026,0.62,1.685663490156875
0.026,0.63,1.6851924912072398
0.026,0.64,1.6847887011168496
0.026,0.65,1.6844477631885726
0.026,0.66,1.6841653167887456
0.026,0.67,1.6839370542524954
0.026,0.68,1.683758762661355
0.026,0.69,1.6836263526575752
0.026,0.7,1.6835358764810864
0.026,0.71,1.683483537362949
0.026,0.72,1.6834656922939102
0.026,0.73,1.683478850019954
0.026,0.74,1.6835196659107527
0.026,0.75,1.6835849351143408
0.026,0.76,1.683671585164885
0.026,0.77,1.6837766689619076
0.026,0.78,1.6838973587994484
0.026,0.79,1.684030941901205
0.026,0.8,1.6841748177195548
0.026,0.81,1.6843264970871434
0.026,0.82,1.6844836031719117
0.026,0.83,1.6846438740807468
0.026,0.84,1.6848051668820925
0.026,0.85,1.6849654627716684
0.026,0.86,1.6851228730845047
0.026,0.87,1.6852756458569267
0.026,0.88,1.685422172659883
0.026,0.89,1.6855609954560042
0.026,0.9,1.6856908132733155
0.026,0.91,1.6858104885352603
0.026,0.92,1.6859190529369816
0.026,0.93,1.6860157128093904
0.026,0.94,1.6860998539639795
0.026,0.95,1.6861710460614168
0.026,0.96,1.6862290465950673
0.026,0.97,1.6862738046261998
0.026,0.98,1.6863054644503612
0.026,0.99,1.686324369413661
0.026,1.0,1.6863310661326314
0.027,0.45,1.6635403867328455
0.027,0.46,1.6612991430694612
0.027,0.47,1.6591468935632208
0.027,0.48,1.6571017627460372
0.027,0.49,1.6551775839596676
0.027,0.5,1.653384185619484
0.027,0.51,1.6517277893978095
0.027,0.52,1.650211465460598
0.027,0.53,1.648835605669977
0.027,0.54,1.6475983880773664
0.027,0.55,1.6464962153420772
0.027,0.56,1.64552411643484
0.027,0.57,1.6446761057038661
0.027,0.58,1.6439454966286862
0.027,0.59,1.6433251698078715
0.027,0.6,1.6428077962584289
0.027,0.61,1.6423860181858134
0.027,0.62,1.6420525901694454
0.027,0.63,1.6418004842913687
0.027,0.64,1.6416229631624288
0.027,0.65,1.6415136250904765
0.027,0.66,1.6414664257930915
0.027,0.67,1.6414756810829256
0.027,0.68,1.6415360548483795
0.027,0.69,1.6416425364227965
0.027,0.7,1.6417904110953492
0.027,0.71,1.6419752270863703
0.027,0.72,1.6421927618139143
0.027,0.73,1.6424389897444778
0.027,0.74,1.6427100535768067
0.027,0.75,1.6430022399796596
0.027,0.76,1.643311960614518
0.027,0.77,1.643635738740097
0.027,0.78,1.6439702013291657
0.027,0.79,1.6443120763362338
0.027,0.8,1.644658194538616
0.027,0.81,1.6450054952304483
0.027,0.82,1.6453510349731633
0.027,0.83,1.6456919985881595
0.027,0.84,1.646025711607928
0.027,0.85,1.6463496534702935
0.027,0.86,1.646661470836467
0.027,0.87,1.646958990527973
0.027,0.88,1.647240231702062
0.027,0.89,1.6475034170132978
0.027,0.9,1.6477469826353834
0.027,0.91,1.6479695871382334
0.027,0.92,1.6481701193281004
0.027,0.93,1.6483477052616755
0.027,0.94,1.648501714737216
0.027,0.95,1.6486317676460809
0.027,0.96,1.6487377406353663
0.027,0.97,1.6488197745849755
0.027,0.98,1.648878283437934
0.027,0.99,1.6489139649375504
0.027,1.0,1.6489278138146053
0.028,0.38,1.6436305587016244
0.028,0.39,1.6406425049170388
0.028,0.4,1.6376040908227136
0.028,0.41,1.6345688698627883
0.028,0.42,1.631586399575807
0.028,0.43,1.6287000105182212
0.028,0.44,1.6259456725081007
0.028,0.45,1.6233516786311464
0.028,0.46,1.6209388921474184
0.028,0.47,1.6187213469607489
0.028,0.48,1.6167070427147885
0.028,0.49,1.6148988216961842
0.028,0.5,1.6132952524229427
0.028,0.51,1.6118914731798368
0.028,0.52,1.610679968724311
0.028,0.53,1.6096512665843743
0.028,0.54,1.6087945476010728
0.028,0.55,1.6080981702323764
0.028,0.56,1.6075501108985932
0.028,0.57,1.6071383242230524
0.028,0.58,1.6068510280024535
0.028,0.59,1.6066769184752605
0.028,0.6,1.6066053221077408
0.028,0.61,1.6066262907288176
0.028,0.62,1.6067306473893206
0.028,0.63,1.6069099907397006
0.028,0.64,1.6071566659503065
0.028,0.65,1.6074637101915015
0.028,0.66,1.607824780423145
0.028,0.67,1.6082340707169287
0.028,0.68,1.6086862255789993
0.028,0.69,1.6091762548021908
0.028,0.7,1.6096994543182201
0.028,0.71,1.6102513364068058
0.029,0.33,1.624852035196621
0.029,0.34,1.6217740578105952
0.029,0.35,1.6184384940225764
0.029,0.36,1.614907305761267
0.029,0.37,1.611257744483926
0.029,0.38,1.607571629913449
0.029,0.39,1.6039273664310034
0.029,0.4,1.6003947140933694
0.029,0.41,1.5970319278211693
0.029,0.42,1.5938847117539279
0.029,0.43,1.590986429294217
0.029,0.44,1.5883590899945714
0.029,0.45,1.5860147475785622
0.029,0.46,1.5839570550556816
0.029,0.47,1.5821828160879912
0.029,0.48,1.580683441104196
0.029,0.49,1.5794462634453388
0.029,0.5,1.5784556994404375
0.029,0.51,1.5776942518793513
0.029,0.52,1.5771433635141505
0.029,0.53,1.576784129614631
0.03,0.29,1.60566097780342
0.03,0.3,1.6028799013120496
0.03,0.31,1.5997396881216466
0.03,0.32,1.59621718973651
0.03,0.33,1.592354055387005
0.03,0.34,1.5882366433893846
0.03,0.35,1.5839753257215003
0.03,0.36,1.5796868258195802
0.03,0.37,1.5754812600116812
0.03,0.38,1.5714540394284764
0.03,0.39,1.5676819003047002
0.03,0.4,1.5642219794101202
0.03,0.41,1.5611128587260021
0.03,0.42,1.5583766956327503
0.031,0.26,1.5849049611175468
0.031,0.27,1.5821396719956549
0.031,0.28,1.579168896142463
0.031,0.29,1.5758024694665012
0.031,0.3,1.5719635867327915
0.031,0.31,1.5676781723312048
0.031,0.32,1.5630480012084018
0.031,0.33,1.5582184141336834
0.031,0.34,1.5533489389265747
0.031,0.35,1.5485912235022734
0.031,0.36,1.544075319230332
0.032,0.24,1.5624017082259973
0.032,0.25,1.5592212628911561
0.032,0.26,1.5560571291083283
0.032,0.27,1.5525719159368725
0.032,0.28,1.5485678228637871
0.032,0.29,1.5440009362290479
0.032,0.3,1.538957009566423
0.032,0.31,1.5336065496266837
0.032,0.32,1.5281571501919735
0.033,0.22,1.5411512353829435
0.033,0.23,1.5370357271167079
0.033,0.24,1.533416130115416
0.033,0.25,1.5297833519267958
0.033,0.26,1.5257352284725991
0.033,0.27,1.5210603598871226
0.033,0.28,1.5157517639515765
0.033,0.29,1.5099634311198131
0.034,0.21,1.5165058328439023
0.034,0.22,1.5117005651558104
0.034,0.23,1.5075258384709098
0.034,0.24,1.5033617067829248
0.034,0.25,1.4987159229979656
0.034,0.26,1.4933486108169165
0.035,0.19,1.4995478342329545
0.035,0.2,1.4923400751101272
0.035,0.21,1.486613552209212
0.035,0.22,1.4817467862537692
0.035,0.23,1.4769896135550822
0.035,0.24,1.4717234017676137
0.036,0.18,1.4778243263296644
0.036,0.19,1.469060254019231
0.036,0.2,1.4621256236319147
0.036,0.21,1.4563919002047916
0.036,0.22,1.4509722824974738
0.037,0.17,1.4578843822260161
0.037,0.18,1.4471826469555416
0.037,0.19,1.4386882138882293
0.037,0.2,1.4318507961744018
0.038,0.16,1.440320862590253
0.038,0.17,1.4272935786342744
0.038,0.18,1.4168294917196969
0.038,0.19,1.408562115180979
0.039,0.16,1.410001208775599
0.039,0.17,1.3971366827246412
0.039,0.18,1.3870060257436183
0.04,0.15,1.3958825716137857
0.04,0.16,1.380228557550407
0.04,0.17,1.3677161978991577
0.041,0.14,1.3854812475907723
0.041,0.15,1.3666958746535056
0.041,0.16,1.3512911939201595
0.042,0.14,1.357024151958321
0.042,0.15,1.3383606575217333
0.043,0.13,1.3516509904939167
0.043,0.14,1.3294669727407202
0.043,0.15,1.3112008388684664
0.044,0.13,1.3249465535663778
0.044,0.14,1.3029788682409111
0.045,0.12,1.3252214486051568
0.045,0.13,1.2993153343140942
0.046,0.12,1.3003528077808941
0.046,0.13,1.27484389982636
0.047,0.11,1.3069977001688224
0.047,0.12,1.2767225609545427
0.048,0.11,1.2836304044551485
0.048,0.12,1.2542748620750612
0.049,0.11,1.261777687771574
0.05,0.1,1.2756698640060318
0.05,0.11,1.2412137617604742
0.051,0.1,1.2547484892160827
0.051,0.11,1.221831171131879
0.052,0.1,1.2354833843688677
0.053,0.1,1.2175901966756195
0.054,0.09,1.2385248466910561
0.054,0.1,1.200865532777131
0.055,0.09,1.2207978962820987
0.056,0.09,1.2046931689587952
0.057,0.09,1.189922980740766
0.058,0.08,1.2194701855769943
0.058,0.09,1.1762509786782862
0.059,0.08,1.2032634470337729
0.06,0.08,1.1888246002205312
