α,p,l
0.05,0.16,5.957692454430885
0.05,0.17,5.917027258726867
0.05,0.18,5.8793926304936805
0.05,0.19,5.84456805567736
0.05,0.2,5.812235534588214
0.05,0.21,5.782048874298522
0.05,0.22,5.75367804934358
0.05,0.23,5.726833723410341
0.05,0.24,5.701277527760437
0.05,0.25,5.676822991276117
0.05,0.26,5.653330954411082
0.05,0.27,5.630702242039163
0.05,0.28,5.608869464416632
0.05,0.29,5.587789104189623
0.05,0.3,5.567434525202012
0.05,0.31,5.5477901791519555
0.05,0.32,5.528847055283896
0.05,0.33,5.510599283276786
0.05,0.34,5.493041731624924
0.05,0.35,5.476168420139928
0.05,0.36,5.459971568482186
0.05,0.37,5.444441120624715
0.05,0.38,5.429564609672492
0.05,0.39,5.41532725337165
0.05,0.4,5.401712194992914
0.05,0.41,5.388700825587564
0.05,0.42,5.3762731413609
0.05,0.43,5.364408104118747
0.05,0.44,5.353083983748288
0.05,0.45,5.342278669959691
0.05,0.46,5.3319699465324675
0.05,0.47,5.322135725545721
0.05,0.48,5.3127542419326135
0.05,0.49,5.30380421052968
0.05,0.5,5.295264948867232
0.05,0.51,5.2871164694866355
0.05,0.52,5.279339545739852
0.05,0.53,5.271915754952005
0.05,0.54,5.264827502600264
0.05,0.55,5.25805803084786
0.05,0.56,5.251591414416421
0.05,0.57,5.245412546414011
0.05,0.58,5.239507116380388
0.05,0.59,5.233861582477368
0.05,0.6,5.228463139447572
0.05,0.61,5.223299683692122
0.05,0.62,5.218359776577657
0.05,0.63,5.2136326068740155
0.05,0.64,5.209107953044231
0.05,0.65,5.204776145955256
0.05,0.66,5.200628032448428
0.05,0.67,5.196654940100384
0.05,0.68,5.1928486434149335
0.05,0.69,5.1892013316122885
0.05,0.7,5.185705578121317
0.05,0.72,5.17914079012169
0.05,0.73,5.176058573652844
0.051,0.15,5.968337913211799
0.051,0.16,5.9234272439357305
0.051,0.17,5.881909725908572
0.051,0.18,5.843634622054688
0.051,0.19,5.808280023923231
0.051,0.2,5.775454499844709
0.051,0.21,5.744765123117783
0.051,0.22,5.715857325109736
0.051,0.23,5.6884339173299825
0.051,0.24,5.66226008260661
0.051,0.25,5.637159800905225
0.051,0.26,5.613007740465852
0.051,0.27,5.589719378107618
0.051,0.28,5.567241099232726
0.051,0.29,5.545541272902015
0.051,0.3,5.524602769637237
0.051,0.31,5.504417045553414
0.051,0.32,5.484979710981013
0.051,0.33,5.466287394636689
0.051,0.34,5.448335672755397
0.051,0.35,5.431117831351545
0.051,0.36,5.414624250978854
0.051,0.37,5.398842234895104
0.051,0.38,5.383756135765658
0.051,0.39,5.369347668533933
0.051,0.4,5.355596325612192
0.051,0.41,5.342479834267616
0.051,0.42,5.329974614996106
0.051,0.43,5.318056214235008
0.051,0.44,5.306699695607317
0.051,0.45,5.295879981699103
0.051,0.46,5.28557214379378
0.051,0.47,5.275751640585459
0.051,0.48,5.266394509138169
0.051,0.49,5.257477512624731
0.051,0.5,5.248978249961356
0.051,0.51,5.240875232573778
0.051,0.52,5.233147933352237
0.051,0.53,5.225776812494727
0.051,0.54,5.2187433244843575
0.051,0.55,5.2120299099543335
0.052,0.15,5.935263161627912
0.052,0.16,5.889387099107009
0.052,0.17,5.847197337525879
0.052,0.18,5.808412655627411
0.052,0.19,5.772612363967449
0.052,0.2,5.739339345444122
0.052,0.21,5.708163698942427
0.052,0.22,5.67871610655929
0.052,0.23,5.6507002266359905
0.052,0.24,5.623891859668728
0.052,0.25,5.598130722380547
0.052,0.26,5.573308909101651
0.052,0.27,5.549358684633214
0.052,0.28,5.526241164823888
0.052,0.29,5.503936667895786
0.052,0.3,5.482437006057351
0.052,0.31,5.46173967302113
0.052,0.32,5.441843713028924
0.052,0.33,5.422746984217857
0.052,0.34,5.404444517398332
0.052,0.35,5.386927694198613
0.052,0.36,5.370184008061157
0.052,0.37,5.35419721627381
0.052,0.38,5.338947734360343
0.052,0.39,5.324413162278339
0.052,0.4,5.31056886361712
0.052,0.41,5.297388544249685
0.052,0.42,5.28484479624079
0.052,0.43,5.272909587119827
0.052,0.44,5.261554684835315
0.052,0.45,5.250752015708638
0.052,0.47,5.230693570682258
0.053,0.14,5.953070922555519
0.053,0.15,5.9023556921676095
0.053,0.16,5.855725499112866
0.053,0.17,5.813021306631808
0.053,0.18,5.77383072460283
0.053,0.19,5.73764153386652
0.053,0.2,5.703941687346514
0.053,0.21,5.6722757350255835
0.053,0.22,5.642270062567532
0.053,0.23,5.613637833967721
0.053,0.24,5.5861720499317515
0.053,0.25,5.559732722195502
0.053,0.26,5.534232145528284
0.053,0.27,5.509620690421889
0.053,0.28,5.485874410840641
0.053,0.29,5.46298499608434
0.053,0.3,5.4409521157343015
0.053,0.31,5.419777936376707
0.053,0.32,5.3994634630397025
0.053,0.33,5.380006325026959
0.053,0.34,5.361399646475438
0.053,0.35,5.343631689704288
0.053,0.36,5.326686016900936
0.053,0.37,5.31054197257634
0.053,0.38,5.295175340062475
0.053,0.39,5.280559067845811
0.053,0.4,5.266663995371392
0.053,0.41,5.253459533796658
0.054,0.14,5.9213946579121295
0.054,0.15,5.869766421319794
0.054,0.16,5.822572289793771
0.054,0.17,5.7794827349891635
0.054,0.18,5.739959484797309
0.054,0.19,5.703410007142217
0.054,0.2,5.669280347449764
0.054,0.21,5.637101918022781
0.054,0.22,5.606507355082074
0.054,0.23,5.577227511511907
0.054,0.24,5.549078374947341
0.054,0.25,5.521943878365253
0.054,0.26,5.495758351302382
0.054,0.27,5.470490722156223
0.054,0.28,5.446131446390882
0.054,0.29,5.422682403209533
0.054,0.3,5.40014957470278
0.054,0.31,5.378538107011503
0.054,0.32,5.357849278924991
0.054,0.33,5.338078913390647
0.054,0.34,5.31921682176737
0.054,0.35,5.301246942980987
0.055,0.13,5.947083235417702
0.055,0.14,5.8899402772345875
0.055,0.15,5.837626322200218
0.055,0.16,5.790029771280384
0.055,0.17,5.74665128952551
0.055,0.18,5.7068372861310355
0.055,0.19,5.669929252385848
0.055,0.2,5.635345820853957
0.055,0.21,5.602618000688471
0.055,0.22,5.571394809995636
0.055,0.23,5.541432133386651
0.055,0.24,5.51257369756168
0.055,0.25,5.484729915422863
0.055,0.26,5.457857990248183
0.055,0.27,5.431944998455543
0.055,0.28,5.40699455942808
0.055,0.29,5.383017025638324
0.055,0.3,5.360022765918959
0.055,0.31,5.3380179665774445
0.055,0.32,5.317002358309143
0.056,0.13,5.916900616969657
0.056,0.14,5.8588407854379465
0.056,0.15,5.806042237663032
0.056,0.16,5.758171142221165
0.056,0.17,5.714566103764779
0.056,0.18,5.674473111507938
0.056,0.19,5.6371842084540225
