α,p,d
0.05,0.95,2.5321
0.05,1.0,2.4121
0.051,0.95,2.4822
0.051,1.0,2.3629
0.052,0.9,2.5709
0.052,0.95,2.4345
0.052,1.0,2.521000000000001
0.053,0.9,2.4992
0.053,0.95,2.5820000000000007
